task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,10,1,500,1670,0.3,sure,3.2220939069998167,sr
gamble,10,2,500,4480,0.3,risky,1.462443099000211,sr
gamble,10,3,500,2180,0.3,risky,1.9188533189999362,rs
gamble,10,4,500,3160,0.4,risky,4.244576228999904,rs
gamble,10,5,500,1220,0.3,sure,1.2927476459999525,rs
gamble,10,6,500,1270,0.5,risky,2.7314715960001195,rs
gamble,10,7,500,2650,0.4,risky,1.5525778060000448,rs
gamble,10,8,500,2340,0.5,risky,1.4920016679998298,sr
gamble,10,9,500,1170,0.5,sure,2.0266277960004118,sr
gamble,10,10,500,1250,0.4,risky,3.979215309999745,rs
gamble,10,11,500,940,0.5,sure,1.3430496070000117,rs
gamble,10,12,500,840,0.5,sure,1.4185579979998693,rs
gamble,10,13,500,730,0.5,sure,1.0599823769998693,rs
gamble,10,14,500,700,1.0,risky,1.6758712040000319,rs
gamble,10,15,500,7290,0.3,risky,1.5306159840001783,rs
gamble,10,16,500,1890,0.3,risky,2.0316685269999653,sr
gamble,10,17,500,920,0.4,sure,1.7613316929996472,sr
gamble,10,18,500,1120,0.3,sure,3.3083494520001295,sr
gamble,10,19,500,3010,0.3,risky,1.5953505500001484,sr
gamble,10,20,500,760,0.5,sure,2.84500097199998,rs
gamble,10,21,500,1490,0.3,risky,2.717466738999974,sr
gamble,10,22,500,1080,0.5,sure,2.2751165820000097,sr
gamble,10,23,500,1000,0.5,sure,1.257905504000064,sr
gamble,10,24,500,800,0.5,sure,1.0340887500001372,sr
gamble,10,25,500,2540,0.3,risky,1.4265290879998247,sr
gamble,10,26,500,990,0.4,sure,3.5635923749996437,rs
gamble,10,27,500,970,0.3,sure,1.6311446409999917,rs
gamble,10,28,500,870,0.4,sure,1.1996693020000748,rs
gamble,10,29,500,1960,0.4,sure,2.962360335000085,sr
gamble,10,30,500,1530,0.4,sure,2.7029146239997317,rs
gamble,10,31,500,1770,0.5,sure,2.9648104759999114,sr
gamble,10,32,500,880,0.5,sure,1.584633950999887,sr
gamble,10,33,500,1720,0.4,risky,3.4430149280001388,sr
gamble,10,34,500,2020,0.5,risky,1.372366902000067,rs
gamble,10,35,500,5650,0.3,risky,2.10348890799969,rs
gamble,10,36,500,1570,0.5,sure,2.629705074999947,sr
gamble,10,37,500,1040,0.3,sure,1.8394800930000201,rs
gamble,10,38,500,1410,0.5,sure,2.120167740999932,rs
gamble,10,39,500,1340,0.3,sure,1.8777130849998684,rs
gamble,10,40,500,830,0.4,sure,1.6607163480002782,sr
gamble,10,41,500,1150,0.4,sure,1.8518084199999976,sr
gamble,10,42,500,2260,0.4,risky,2.244074630999876,sr
gamble,10,43,500,3840,0.4,risky,1.2762357599999632,sr
gamble,10,44,500,1060,0.4,sure,1.6603377080000428,rs
gamble,10,45,500,300,1.0,sure,2.059489599000244,sr
gamble,10,46,500,3640,0.3,risky,2.858945699999822,sr
gamble,10,47,500,1380,0.4,risky,4.618260375999853,rs
