task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,54,1,500,1530,0.4,sure,3.371349255000041,sr
gamble,54,2,500,1670,0.3,sure,3.031179609999981,rs
gamble,54,3,500,2340,0.5,risky,3.536283913000034,sr
gamble,54,4,500,1490,0.3,sure,2.613182957999925,sr
gamble,54,5,500,2260,0.4,risky,1.9663511060000474,sr
gamble,54,6,500,870,0.4,sure,4.450945014000013,rs
gamble,54,7,500,3640,0.3,risky,3.7952844569999797,rs
gamble,54,8,500,7290,0.3,risky,5.069193012000028,sr
gamble,54,9,500,5650,0.3,risky,2.0859348290000526,rs
gamble,54,10,500,4480,0.3,risky,1.8445764680000138,rs
gamble,54,11,500,1380,0.4,sure,3.1964128469999196,sr
gamble,54,12,500,2650,0.4,risky,3.0557317899999816,sr
gamble,54,13,500,940,0.5,sure,2.8230141270000786,rs
gamble,54,14,500,800,0.5,sure,1.529542422999839,rs
gamble,54,15,500,2180,0.3,risky,4.782309047000126,rs
gamble,54,16,500,1060,0.4,sure,2.5297859620000054,sr
gamble,54,17,500,1120,0.3,sure,2.7187036709999575,rs
gamble,54,18,500,700,1.0,risky,1.6204881319999913,rs
gamble,54,19,500,1340,0.3,sure,3.3499526030000197,rs
gamble,54,20,500,1040,0.3,sure,2.530078130999982,rs
gamble,54,21,500,2540,0.3,risky,3.647857049999857,rs
gamble,54,22,500,1410,0.5,risky,5.551872041000024,rs
gamble,54,23,500,730,0.5,sure,2.8679899209998894,rs
gamble,54,24,500,1770,0.5,risky,3.188918511999873,rs
gamble,54,25,500,1960,0.4,risky,2.5510696650001137,sr
gamble,54,26,500,3160,0.4,risky,1.7794203720000041,sr
gamble,54,27,500,970,0.3,sure,4.015490439000132,rs
gamble,54,28,500,2020,0.5,risky,2.896537459000001,rs
gamble,54,29,500,920,0.4,sure,3.0556610149999415,sr
gamble,54,30,500,3010,0.3,sure,3.4308954890000223,sr
gamble,54,31,500,830,0.4,sure,3.1041283249999196,sr
gamble,54,32,500,1570,0.5,risky,3.0469928489999347,rs
gamble,54,33,500,1890,0.3,sure,6.687643045999948,sr
gamble,54,34,500,880,0.5,risky,3.3676822910001647,rs
gamble,54,35,500,990,0.4,sure,5.170537561999936,rs
gamble,54,36,500,760,0.5,sure,1.5744385840000632,sr
gamble,54,37,500,1250,0.4,risky,4.697953875999929,rs
gamble,54,38,500,1000,0.5,sure,2.8486571440000716,sr
gamble,54,39,500,840,0.5,sure,1.937318568999899,rs
gamble,54,40,500,1080,0.5,sure,1.7502845779999916,rs
gamble,54,41,500,300,1.0,sure,1.87496948099988,rs
gamble,54,42,500,1150,0.4,sure,4.0100163500001145,sr
gamble,54,43,500,1270,0.5,sure,2.4762279579999813,sr
gamble,54,44,500,1720,0.4,sure,4.219543152000142,rs
gamble,54,45,500,1220,0.3,sure,2.901486451999972,rs
gamble,54,46,500,3840,0.4,risky,3.9068889430000127,sr
gamble,54,47,500,1170,0.5,sure,3.210293927000066,rs
