task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,23,1,500,1490,0.3,sure,3.918519232000108,sr
gamble,23,2,500,1530,0.4,risky,4.261051248999138,rs
gamble,23,3,500,1770,0.5,risky,3.1330457980002393,sr
gamble,23,4,500,880,0.5,sure,2.561012769001536,rs
gamble,23,5,500,5650,0.3,risky,2.2208534559995314,rs
gamble,23,6,500,1380,0.4,risky,3.3829773620000196,rs
gamble,23,7,500,1410,0.5,risky,1.4411456270008784,sr
gamble,23,8,500,1270,0.5,risky,1.4983687209987693,sr
gamble,23,9,500,2020,0.5,risky,1.392268163001063,sr
gamble,23,10,500,3640,0.3,risky,1.6262556749989017,rs
gamble,23,11,500,1670,0.3,risky,3.40395524700034,rs
gamble,23,12,500,1220,0.3,sure,1.76628432400139,sr
gamble,23,13,500,1250,0.4,sure,1.5701562949998333,sr
gamble,23,14,500,3840,0.4,sure,1.8133518949998688,sr
gamble,23,15,500,2180,0.3,risky,3.599670629000684,sr
gamble,23,16,500,1150,0.4,sure,4.336947597001199,rs
gamble,23,17,500,2260,0.4,risky,1.9265807980009413,sr
gamble,23,18,500,1960,0.4,risky,1.8190534780005692,rs
gamble,23,19,500,760,0.5,sure,1.5569743100004416,rs
gamble,23,20,500,1080,0.5,risky,1.736876647999452,rs
gamble,23,21,500,1000,0.5,sure,1.5105785160012601,sr
gamble,23,22,500,3010,0.3,risky,2.0919956529996853,sr
gamble,23,23,500,1060,0.4,sure,1.7221430119989236,sr
gamble,23,24,500,1040,0.3,sure,2.0722317970012227,rs
gamble,23,25,500,1170,0.5,risky,1.5277836229997774,sr
gamble,23,26,500,920,0.4,sure,2.908696192000207,rs
gamble,23,27,500,1340,0.3,sure,5.211487463000594,rs
gamble,23,28,500,7290,0.3,risky,1.6763696519992664,sr
gamble,23,29,500,800,0.5,sure,1.516070736999609,rs
gamble,23,30,500,730,0.5,sure,2.3689198459996987,sr
gamble,23,31,500,1890,0.3,risky,2.0208209329994133,rs
gamble,23,32,500,970,0.3,sure,1.878323888999148,sr
gamble,23,33,500,2340,0.5,risky,1.950161267999647,sr
gamble,23,34,500,2540,0.3,risky,2.2734211229999346,rs
gamble,23,35,500,4480,0.3,risky,1.5936934599994856,rs
gamble,23,36,500,300,1.0,sure,1.6593708649998007,sr
gamble,23,37,500,700,1.0,risky,1.755889500000194,sr
gamble,23,38,500,990,0.4,sure,2.1353191990001505,sr
gamble,23,39,500,870,0.4,sure,1.2528916520004714,sr
gamble,23,40,500,2650,0.4,risky,1.9884753779988387,sr
gamble,23,41,500,940,0.5,sure,2.2484255239996855,sr
gamble,23,42,500,830,0.4,sure,2.3365993489987886,rs
gamble,23,43,500,840,0.5,sure,2.3892768660007278,sr
gamble,23,44,500,1570,0.5,risky,1.7039547360000142,rs
gamble,23,45,500,1720,0.4,risky,1.5102666419988964,rs
gamble,23,46,500,3160,0.4,risky,1.163833844000692,rs
gamble,23,47,500,1120,0.3,sure,2.2083964869998454,rs
