task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,56,1,500,970,0.3,sure,5.3730886909997935,rs
gamble,56,2,500,1960,0.4,risky,7.880747156000325,rs
gamble,56,3,500,1490,0.3,sure,4.992272469999989,rs
gamble,56,4,500,2180,0.3,sure,5.035121779999827,rs
gamble,56,5,500,2340,0.5,risky,5.204091902000073,rs
gamble,56,6,500,1000,0.5,risky,2.8869387009999627,sr
gamble,56,7,500,940,0.5,risky,3.6704377060004845,rs
gamble,56,8,500,1380,0.4,sure,8.485417152000082,sr
gamble,56,9,500,700,1.0,risky,3.9730710539997744,rs
gamble,56,10,500,1770,0.5,risky,2.249346816999605,rs
gamble,56,11,500,1120,0.3,sure,6.76920835600049,rs
gamble,56,12,500,730,0.5,sure,5.941941019999831,rs
gamble,56,13,500,7290,0.3,risky,14.154395900999589,sr
gamble,56,14,500,1890,0.3,sure,4.392337620000035,sr
gamble,56,15,500,300,1.0,sure,1.9790783680000459,rs
gamble,56,16,500,1340,0.3,sure,7.342215244999352,sr
gamble,56,17,500,2020,0.5,risky,3.339051262000794,rs
gamble,56,18,500,830,0.4,sure,5.351542693999363,sr
gamble,56,19,500,1410,0.5,risky,9.012496285999987,rs
gamble,56,20,500,990,0.4,sure,5.342779663999863,sr
gamble,56,21,500,1270,0.5,risky,5.3079344600000695,sr
gamble,56,22,500,800,0.5,sure,4.331008748000386,sr
gamble,56,23,500,1530,0.4,risky,12.047734724000293,sr
gamble,56,24,500,1170,0.5,risky,3.793243000000075,sr
gamble,56,25,500,1570,0.5,risky,3.883864542000083,sr
gamble,56,26,500,880,0.5,sure,1.5866947009999421,sr
gamble,56,27,500,1060,0.4,sure,3.1901967100002366,sr
gamble,56,28,500,5650,0.3,risky,14.200647943999684,rs
gamble,56,29,500,2260,0.4,sure,2.901029663999907,sr
gamble,56,30,500,1150,0.4,sure,4.210660220999671,rs
gamble,56,31,500,4480,0.3,risky,5.9167719370007035,sr
gamble,56,32,500,1250,0.4,sure,2.579070428000705,rs
gamble,56,33,500,870,0.4,sure,4.5103715110008125,rs
gamble,56,34,500,920,0.4,sure,2.188795273999858,rs
gamble,56,35,500,3640,0.3,risky,4.215062405000026,rs
gamble,56,36,500,1220,0.3,sure,3.8881131360003565,rs
gamble,56,37,500,1040,0.3,sure,2.359578984000109,rs
gamble,56,38,500,3840,0.4,risky,10.971836366999923,rs
gamble,56,39,500,840,0.5,sure,2.743977764999727,rs
gamble,56,40,500,2650,0.4,risky,7.165114111000548,sr
gamble,56,41,500,2540,0.3,risky,7.568136447000143,rs
gamble,56,42,500,1080,0.5,sure,3.73256321900044,sr
gamble,56,43,500,760,0.5,sure,2.1146982229993228,sr
gamble,56,44,500,1720,0.4,risky,12.623856062999948,sr
gamble,56,45,500,1670,0.3,sure,2.425684803999502,rs
gamble,56,46,500,3160,0.4,risky,2.5068214679995435,sr
gamble,56,47,500,3010,0.3,risky,14.617301056999167,sr
