task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,57,1,500,1890,0.3,sure,4.518656942999769,rs
gamble,57,2,500,1530,0.4,sure,9.620770436000385,sr
gamble,57,3,500,920,0.4,sure,3.83050377499967,rs
gamble,57,4,500,880,0.5,risky,6.3204786420001255,sr
gamble,57,5,500,700,1.0,risky,3.3826729469992642,rs
gamble,57,6,500,940,0.5,risky,2.657431308000014,rs
gamble,57,7,500,1120,0.3,sure,2.6807444699998086,rs
gamble,57,8,500,2540,0.3,sure,6.3678817049994905,rs
gamble,57,9,500,1380,0.4,sure,5.268425745999593,sr
gamble,57,10,500,1150,0.4,sure,1.6514026730001206,sr
gamble,57,11,500,300,1.0,sure,2.036100341999372,sr
gamble,57,12,500,730,0.5,risky,4.0055641809994995,sr
gamble,57,13,500,1000,0.5,risky,5.815235675000622,sr
gamble,57,14,500,2260,0.4,risky,6.705535415000668,sr
gamble,57,15,500,1490,0.3,sure,2.0400005819992657,rs
gamble,57,16,500,1250,0.4,sure,3.8658892140001626,sr
gamble,57,17,500,2340,0.5,risky,2.016954036000243,rs
gamble,57,18,500,1720,0.4,risky,4.050506739999946,rs
gamble,57,19,500,830,0.4,sure,5.282703527999729,sr
gamble,57,20,500,1040,0.3,sure,5.970714627999769,rs
gamble,57,21,500,970,0.3,sure,3.239382392999687,rs
gamble,57,22,500,870,0.4,sure,1.6075017229995865,sr
gamble,57,23,500,1670,0.3,sure,2.378405068000575,sr
gamble,57,24,500,1570,0.5,risky,2.6858427529996334,rs
gamble,57,25,500,1960,0.4,sure,1.3315958129996943,sr
gamble,57,26,500,3840,0.4,risky,4.880511459000445,sr
gamble,57,27,500,2180,0.3,sure,2.239872473000105,rs
gamble,57,28,500,1270,0.5,sure,4.856741058000807,rs
gamble,57,29,500,840,0.5,sure,2.5053518970007644,rs
gamble,57,30,500,7290,0.3,risky,5.096713504000036,sr
gamble,57,31,500,1340,0.3,sure,1.6471784430004845,sr
gamble,57,32,500,1170,0.5,sure,4.639595437000025,sr
gamble,57,33,500,1220,0.3,sure,2.0084379629997784,rs
gamble,57,34,500,1060,0.4,sure,1.4979266359996473,sr
gamble,57,35,500,5650,0.3,risky,3.648072795000189,sr
gamble,57,36,500,3010,0.3,risky,5.952792336999664,sr
gamble,57,37,500,2020,0.5,sure,12.869624019000184,sr
gamble,57,38,500,990,0.4,sure,1.2545670689996768,sr
gamble,57,39,500,760,0.5,sure,1.7663254700000834,rs
gamble,57,40,500,3640,0.3,sure,11.794822445999671,rs
gamble,57,41,500,1080,0.5,sure,1.2135564159998466,rs
gamble,57,42,500,800,0.5,sure,1.8077995140001804,sr
gamble,57,43,500,4480,0.3,risky,5.1609583890003705,rs
gamble,57,44,500,2650,0.4,sure,2.4607377520005684,sr
gamble,57,45,500,1410,0.5,sure,2.221536274000755,rs
gamble,57,46,500,1770,0.5,sure,2.503081474999817,sr
gamble,57,47,500,3160,0.4,risky,5.8285897129999285,sr
