task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,25,1,500,1170,0.5,risky,1.6175731550029013,rs
gamble,25,2,500,1120,0.3,sure,1.3789120639994508,sr
gamble,25,3,500,1530,0.4,sure,1.3101773419984966,rs
gamble,25,4,500,3840,0.4,risky,1.5164496399993368,rs
gamble,25,5,500,840,0.5,risky,1.6330636730017432,rs
gamble,25,6,500,1250,0.4,sure,1.4910651050013257,sr
gamble,25,7,500,2260,0.4,sure,1.5935745110000425,sr
gamble,25,8,500,990,0.4,sure,1.8350423859992588,rs
gamble,25,9,500,3640,0.3,sure,1.7952834060015448,sr
gamble,25,10,500,1570,0.5,risky,1.3266342440001608,rs
gamble,25,11,500,1150,0.4,sure,1.3554198649981117,sr
gamble,25,12,500,1220,0.3,sure,1.0795494289995986,sr
gamble,25,13,500,1270,0.5,risky,2.238467414998013,rs
gamble,25,14,500,2020,0.5,risky,1.303032935000374,rs
gamble,25,15,500,1410,0.5,risky,1.1570622119979816,rs
gamble,25,16,500,970,0.3,sure,1.1297005900014483,rs
gamble,25,17,500,2180,0.3,sure,1.4383746599996812,rs
gamble,25,18,500,3010,0.3,sure,0.9027155120020325,sr
gamble,25,19,500,1060,0.4,sure,1.429418188999989,sr
gamble,25,20,500,870,0.4,sure,1.1830928219969792,rs
gamble,25,21,500,5650,0.3,risky,1.7777234120003413,sr
gamble,25,22,500,1080,0.5,risky,1.5322854750011174,rs
gamble,25,23,500,880,0.5,risky,1.2325638029979018,sr
gamble,25,24,500,1960,0.4,sure,1.8101994879980339,rs
gamble,25,25,500,1670,0.3,sure,0.9074582399989595,sr
gamble,25,26,500,7290,0.3,risky,1.5622377769977902,sr
gamble,25,27,500,800,0.5,risky,1.7733154589986952,rs
gamble,25,28,500,760,0.5,sure,1.4329319260032207,sr
gamble,25,29,500,2650,0.4,sure,1.473822960000689,sr
gamble,25,30,500,940,0.5,sure,1.385853946001589,sr
gamble,25,31,500,1890,0.3,sure,1.5244476679981744,rs
gamble,25,32,500,1490,0.3,sure,1.1297411740015377,rs
gamble,25,33,500,2340,0.5,risky,1.630384234002122,sr
gamble,25,34,500,1720,0.4,sure,1.1519346329987457,sr
gamble,25,35,500,1340,0.3,sure,1.0123472380000749,sr
gamble,25,36,500,3160,0.4,sure,1.774016319999646,sr
gamble,25,37,500,1770,0.5,sure,1.7052017980022356,rs
gamble,25,38,500,920,0.4,sure,1.8162212679999357,sr
gamble,25,39,500,2540,0.3,sure,1.1695011359988712,rs
gamble,25,40,500,1380,0.4,sure,0.9964869099967473,sr
gamble,25,41,500,300,1.0,sure,2.22261818500192,sr
gamble,25,42,500,1000,0.5,sure,1.6238918179988104,sr
gamble,25,43,500,4480,0.3,sure,1.8025689370006148,sr
gamble,25,44,500,700,1.0,risky,1.988440780001838,sr
gamble,25,45,500,730,0.5,sure,2.4398893209981907,sr
gamble,25,46,500,1040,0.3,sure,1.128640008999355,rs
gamble,25,47,500,830,0.4,sure,0.9888777140004095,sr
