task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,59,1,500,3640,0.3,risky,3.0559417989989015,sr
gamble,59,2,500,830,0.4,sure,1.767935978999958,rs
gamble,59,3,500,880,0.5,sure,1.5876485369990405,rs
gamble,59,4,500,760,0.5,sure,1.5411266470000555,rs
gamble,59,5,500,2340,0.5,risky,1.5620947900006286,sr
gamble,59,6,500,1170,0.5,risky,1.8698619369988592,rs
gamble,59,7,500,1960,0.4,risky,3.252580284999567,sr
gamble,59,8,500,1340,0.3,sure,2.7887857269997767,rs
gamble,59,9,500,1000,0.5,sure,2.166956480999943,sr
gamble,59,10,500,970,0.3,sure,3.9380082930001663,sr
gamble,59,11,500,1770,0.5,risky,1.5424168270001246,sr
gamble,59,12,500,2260,0.4,risky,1.9460066339997866,rs
gamble,59,13,500,2180,0.3,risky,4.09455995099961,rs
gamble,59,14,500,1380,0.4,risky,3.597472354000274,sr
gamble,59,15,500,1570,0.5,risky,1.4070997390008415,sr
gamble,59,16,500,1040,0.3,sure,1.5292602789995726,rs
gamble,59,17,500,990,0.4,sure,2.094150652999815,sr
gamble,59,18,500,1150,0.4,sure,2.1397390849997464,sr
gamble,59,19,500,1080,0.5,risky,3.048005414999352,rs
gamble,59,20,500,1410,0.5,risky,1.6003691619989695,rs
gamble,59,21,500,7290,0.3,risky,2.2574939980004274,rs
gamble,59,22,500,1890,0.3,risky,2.0101199180007825,sr
gamble,59,23,500,1490,0.3,sure,3.2916230659993744,rs
gamble,59,24,500,1530,0.4,risky,1.977214020998872,sr
gamble,59,25,500,870,0.4,sure,1.8197871500015026,rs
gamble,59,26,500,2020,0.5,risky,1.2059591399993224,sr
gamble,59,27,500,1670,0.3,risky,2.6787740320014564,sr
gamble,59,28,500,920,0.4,sure,3.053595535999193,sr
gamble,59,29,500,1720,0.4,risky,1.7495898170000146,sr
gamble,59,30,500,840,0.5,sure,3.473441701999036,sr
gamble,59,31,500,800,0.5,sure,1.832006733999151,sr
gamble,59,32,500,4480,0.3,risky,1.7613115959993593,sr
gamble,59,33,500,1120,0.3,sure,5.213058749999618,sr
gamble,59,34,500,1060,0.4,sure,1.7268939030000183,sr
gamble,59,35,500,700,1.0,risky,1.4673658650008292,rs
gamble,59,36,500,300,1.0,sure,1.6665982590002386,sr
gamble,59,37,500,1250,0.4,sure,1.857381556999826,rs
gamble,59,38,500,2650,0.4,risky,1.753382426000826,sr
gamble,59,39,500,2540,0.3,risky,1.6204795339999691,rs
gamble,59,40,500,1220,0.3,sure,1.5094531550003012,sr
gamble,59,41,500,940,0.5,sure,1.9470746469996811,rs
gamble,59,42,500,3160,0.4,risky,1.758737268999539,sr
gamble,59,43,500,3010,0.3,risky,1.5471528400012176,rs
gamble,59,44,500,5650,0.3,risky,1.5833906330008176,sr
gamble,59,45,500,730,0.5,sure,3.153669727000306,rs
gamble,59,46,500,3840,0.4,risky,2.244828119999511,sr
gamble,59,47,500,1270,0.5,risky,2.6699459350002144,sr
