task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,26,1,500,920,0.4,sure,3.893508681001549,sr
gamble,26,2,500,1150,0.4,sure,4.028003671999613,sr
gamble,26,3,500,2340,0.5,risky,3.341199301001325,rs
gamble,26,4,500,1080,0.5,risky,1.9774820069978887,rs
gamble,26,5,500,1120,0.3,sure,2.187638462000905,rs
gamble,26,6,500,700,1.0,risky,2.486993722999614,rs
gamble,26,7,500,2180,0.3,risky,2.2626562219993502,rs
gamble,26,8,500,990,0.4,sure,2.573591921998741,rs
gamble,26,9,500,1670,0.3,risky,3.753835812000034,sr
gamble,26,10,500,1250,0.4,sure,2.8061044099995343,sr
gamble,26,11,500,1040,0.3,sure,3.816846720998001,rs
gamble,26,12,500,3840,0.4,risky,4.050756254000589,rs
gamble,26,13,500,2260,0.4,risky,3.378851872999803,sr
gamble,26,14,500,800,0.5,sure,2.782461480001075,rs
gamble,26,15,500,730,0.5,sure,6.145792934003111,rs
gamble,26,16,500,2540,0.3,sure,1.806036096997559,rs
gamble,26,17,500,3160,0.4,risky,3.799779920002038,sr
gamble,26,18,500,1890,0.3,sure,5.523276391999389,rs
gamble,26,19,500,5650,0.3,sure,2.52067876000001,sr
gamble,26,20,500,1530,0.4,sure,4.02225266700043,sr
gamble,26,21,500,1270,0.5,sure,1.7995282689989835,rs
gamble,26,22,500,1380,0.4,sure,4.018230236000818,sr
gamble,26,23,500,300,1.0,sure,1.2845585940012825,rs
gamble,26,24,500,880,0.5,sure,1.7959327859971381,sr
gamble,26,25,500,1220,0.3,sure,3.8059494360022654,sr
gamble,26,26,500,2650,0.4,risky,3.4323326660014573,sr
gamble,26,27,500,1490,0.3,sure,2.497133765002218,sr
gamble,26,28,500,3640,0.3,risky,4.415941732000647,sr
gamble,26,29,500,4480,0.3,sure,4.144996210001409,rs
gamble,26,30,500,3010,0.3,sure,2.8621441640025296,sr
gamble,26,31,500,1960,0.4,risky,2.126422793000529,sr
gamble,26,32,500,970,0.3,sure,1.3867625389975728,sr
gamble,26,33,500,1720,0.4,sure,2.1333648950021598,rs
gamble,26,34,500,1060,0.4,sure,3.090062780000153,sr
gamble,26,35,500,1000,0.5,sure,2.4736393250022957,sr
gamble,26,36,500,1170,0.5,risky,4.953169045998948,rs
gamble,26,37,500,1410,0.5,risky,3.3500062080020143,rs
gamble,26,38,500,830,0.4,sure,1.234542580001289,rs
gamble,26,39,500,2020,0.5,risky,2.563178599000821,rs
gamble,26,40,500,1570,0.5,sure,4.86332159900121,rs
gamble,26,41,500,940,0.5,sure,2.767358119999699,rs
gamble,26,42,500,870,0.4,sure,1.9225175390020013,rs
gamble,26,43,500,7290,0.3,risky,1.3206943209988822,rs
gamble,26,44,500,1770,0.5,risky,1.9746552649994555,sr
gamble,26,45,500,1340,0.3,sure,6.762057289997756,rs
gamble,26,46,500,760,0.5,sure,1.2137085270005628,rs
gamble,26,47,500,840,0.5,sure,1.0078634870005772,rs
