task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,40,1,500,2260,0.4,risky,3.5518552029989223,sr
gamble,40,2,500,2180,0.3,sure,4.61205175699979,rs
gamble,40,3,500,1410,0.5,risky,1.7096657279998908,sr
gamble,40,4,500,880,0.5,sure,2.8284450890005246,sr
gamble,40,5,500,3640,0.3,risky,3.997050701000262,rs
gamble,40,6,500,1220,0.3,sure,1.9350353049994737,sr
gamble,40,7,500,1170,0.5,risky,2.4682855239989294,sr
gamble,40,8,500,970,0.3,sure,1.2662282900000719,sr
gamble,40,9,500,1570,0.5,risky,2.4030680190007843,rs
gamble,40,10,500,920,0.4,sure,1.9551950900004158,sr
gamble,40,11,500,2540,0.3,risky,5.831815960000313,sr
gamble,40,12,500,1040,0.3,sure,1.1198952550003014,sr
gamble,40,13,500,2020,0.5,risky,1.7329993980001746,sr
gamble,40,14,500,830,0.4,sure,1.0571859030005726,sr
gamble,40,15,500,1000,0.5,sure,1.4655143460004183,sr
gamble,40,16,500,2650,0.4,risky,2.368245368999851,rs
gamble,40,17,500,3840,0.4,risky,1.3312736739990214,rs
gamble,40,18,500,990,0.4,sure,1.0562414169999101,rs
gamble,40,19,500,1060,0.4,sure,1.5431367799992586,sr
gamble,40,20,500,1120,0.3,sure,1.3399016709990974,rs
gamble,40,21,500,800,0.5,sure,1.2714752449992375,rs
gamble,40,22,500,1960,0.4,risky,1.7344849279998016,sr
gamble,40,23,500,1670,0.3,sure,3.298871719998715,rs
gamble,40,24,500,7290,0.3,risky,1.60125556300045,sr
gamble,40,25,500,2340,0.5,risky,1.233957915999781,sr
gamble,40,26,500,940,0.5,sure,1.4431433730005665,rs
gamble,40,27,500,1250,0.4,sure,2.266289424000206,rs
gamble,40,28,500,1380,0.4,sure,2.946499720999782,sr
gamble,40,29,500,1150,0.4,sure,1.1819989619998523,sr
gamble,40,30,500,870,0.4,sure,1.3439858439996897,rs
gamble,40,31,500,1080,0.5,sure,1.628381092001291,rs
gamble,40,32,500,760,0.5,sure,1.7093170700009068,rs
gamble,40,33,500,1340,0.3,sure,1.5469625410005392,sr
gamble,40,34,500,1770,0.5,risky,1.5344325910009502,sr
gamble,40,35,500,1270,0.5,sure,4.562929173000157,rs
gamble,40,36,500,1490,0.3,sure,1.2151999800007616,sr
gamble,40,37,500,1720,0.4,risky,2.464722997001445,rs
gamble,40,38,500,5650,0.3,risky,1.391823641000883,rs
gamble,40,39,500,300,1.0,sure,1.4985796849996404,sr
gamble,40,40,500,730,0.5,sure,1.2317747910001344,sr
gamble,40,41,500,840,0.5,sure,2.175699233999694,rs
gamble,40,42,500,1530,0.4,sure,2.346111810000366,sr
gamble,40,43,500,700,1.0,risky,1.3597370679999585,sr
gamble,40,44,500,3010,0.3,risky,1.3867049670006963,rs
gamble,40,45,500,1890,0.3,sure,2.149419929000942,sr
gamble,40,46,500,4480,0.3,risky,1.4728317739991326,sr
gamble,40,47,500,3160,0.4,risky,1.367823018999843,rs
