task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,49,1,500,880,0.5,risky,2.5876777440007572,sr
gamble,49,2,500,1490,0.3,sure,2.6300929999997607,sr
gamble,49,3,500,3160,0.4,risky,1.4074929670005076,sr
gamble,49,4,500,2260,0.4,risky,3.2097957049991237,rs
gamble,49,5,500,5650,0.3,risky,2.5547335859992018,sr
gamble,49,6,500,1960,0.4,risky,1.974336339000729,sr
gamble,49,7,500,1670,0.3,sure,1.2420893460002844,sr
gamble,49,8,500,920,0.4,sure,2.8422719439986395,sr
gamble,49,9,500,1080,0.5,sure,2.105915804999313,sr
gamble,49,10,500,1380,0.4,risky,1.7674766360014473,rs
gamble,49,11,500,3640,0.3,sure,2.4507086939993314,rs
gamble,49,12,500,1270,0.5,risky,3.810665622999295,sr
gamble,49,13,500,1570,0.5,sure,1.6764610560003348,rs
gamble,49,14,500,1040,0.3,sure,2.187800852001601,rs
gamble,49,15,500,4480,0.3,sure,1.8772482309996121,sr
gamble,49,16,500,990,0.4,sure,1.6123946349998732,sr
gamble,49,17,500,700,1.0,risky,2.444956393001121,rs
gamble,49,18,500,2650,0.4,risky,1.7255294830010826,sr
gamble,49,19,500,1530,0.4,sure,1.3387115860004997,sr
gamble,49,20,500,730,0.5,sure,2.678063301000293,rs
gamble,49,21,500,760,0.5,risky,1.5005840989997523,sr
gamble,49,22,500,1340,0.3,sure,2.354303419999269,rs
gamble,49,23,500,1770,0.5,risky,2.6617360950003786,sr
gamble,49,24,500,1060,0.4,sure,1.6930656770000496,rs
gamble,49,25,500,1250,0.4,sure,1.5144727409988263,sr
gamble,49,26,500,840,0.5,sure,1.8558544799998344,rs
gamble,49,27,500,2020,0.5,risky,1.3190551410007174,rs
gamble,49,28,500,870,0.4,sure,0.9162050600007206,rs
gamble,49,29,500,3840,0.4,risky,1.569736785000714,rs
gamble,49,30,500,830,0.4,sure,2.8524229529994045,sr
gamble,49,31,500,940,0.5,sure,3.3482124309994106,sr
gamble,49,32,500,1720,0.4,sure,1.0401975400000083,sr
gamble,49,33,500,1000,0.5,risky,2.7753367999994225,rs
gamble,49,34,500,1890,0.3,sure,1.803249708000294,sr
gamble,49,35,500,1150,0.4,sure,1.6678152540007432,sr
gamble,49,36,500,2180,0.3,sure,1.5389185629992426,rs
gamble,49,37,500,3010,0.3,sure,1.7192467820004822,sr
gamble,49,38,500,1220,0.3,sure,3.3491961259987875,sr
gamble,49,39,500,800,0.5,risky,2.7211641350004356,sr
gamble,49,40,500,2540,0.3,sure,2.453801507999742,rs
gamble,49,41,500,1410,0.5,risky,1.2531195359988487,sr
gamble,49,42,500,1120,0.3,sure,1.5729227060000994,rs
gamble,49,43,500,7290,0.3,sure,1.6871389130010357,sr
gamble,49,44,500,970,0.3,sure,4.902120407001348,rs
gamble,49,45,500,300,1.0,sure,2.404012581999268,rs
gamble,49,46,500,1170,0.5,risky,1.6531594640000549,sr
gamble,49,47,500,2340,0.5,risky,1.1725408530001005,rs
