task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,41,1,500,2340,0.5,risky,1.8096012530004373,sr
gamble,41,2,500,830,0.4,sure,3.131954961001611,rs
gamble,41,3,500,1770,0.5,risky,2.2572922500003187,sr
gamble,41,4,500,3160,0.4,risky,2.120891564998601,sr
gamble,41,5,500,1150,0.4,risky,3.879390294998302,sr
gamble,41,6,500,5650,0.3,risky,3.181544135000877,sr
gamble,41,7,500,1250,0.4,risky,4.016960889999609,sr
gamble,41,8,500,7290,0.3,risky,2.35467602800054,sr
gamble,41,9,500,990,0.4,sure,2.9991833770000085,sr
gamble,41,10,500,760,0.5,sure,2.2094966180011397,rs
gamble,41,11,500,3640,0.3,risky,3.403709375001199,sr
gamble,41,12,500,2650,0.4,risky,1.8935822589992313,sr
gamble,41,13,500,1530,0.4,sure,4.428112015000806,rs
gamble,41,14,500,2260,0.4,risky,3.581114181997691,sr
gamble,41,15,500,1340,0.3,sure,3.5683893370005535,rs
gamble,41,16,500,1670,0.3,risky,6.260118741000042,rs
gamble,41,17,500,1570,0.5,risky,1.6762252180014912,rs
gamble,41,18,500,1960,0.4,risky,1.4990168570002425,rs
gamble,41,19,500,1890,0.3,risky,1.9699828560005699,rs
gamble,41,20,500,1040,0.3,sure,2.0524101259979943,rs
gamble,41,21,500,3010,0.3,risky,1.925877940000646,rs
gamble,41,22,500,4480,0.3,risky,1.449805665997701,sr
gamble,41,23,500,1410,0.5,risky,1.4906843259996094,rs
gamble,41,24,500,2180,0.3,risky,2.3289178699997137,sr
gamble,41,25,500,970,0.3,sure,3.023071465002431,rs
gamble,41,26,500,1080,0.5,risky,2.0241581040027086,rs
gamble,41,27,500,2540,0.3,risky,2.793525598000997,sr
gamble,41,28,500,920,0.4,sure,2.2848152489968925,rs
gamble,41,29,500,1000,0.5,risky,5.9877797970002575,sr
gamble,41,30,500,880,0.5,sure,2.8864639989988063,rs
gamble,41,31,500,3840,0.4,risky,2.645956009000656,sr
gamble,41,32,500,940,0.5,sure,2.670100270999683,rs
gamble,41,33,500,870,0.4,sure,1.7823667869997735,sr
gamble,41,34,500,2020,0.5,risky,1.2322771760009346,sr
gamble,41,35,500,1720,0.4,risky,1.4904854790001991,sr
gamble,41,36,500,730,0.5,sure,1.2406464390005567,sr
gamble,41,37,500,1120,0.3,sure,1.8976114370016148,rs
gamble,41,38,500,700,1.0,risky,2.0153923940015375,rs
gamble,41,39,500,1380,0.4,risky,4.322075274998497,rs
gamble,41,40,500,800,0.5,sure,2.119873812996957,sr
gamble,41,41,500,1060,0.4,sure,4.9172754639985214,rs
gamble,41,42,500,840,0.5,sure,1.9231687589999638,rs
gamble,41,43,500,1490,0.3,sure,2.7930288479983574,sr
gamble,41,44,500,1270,0.5,risky,1.4828460340031597,rs
gamble,41,45,500,300,1.0,sure,1.458462498998415,rs
gamble,41,46,500,1170,0.5,risky,1.54642671900001,rs
gamble,41,47,500,1220,0.3,sure,1.6942837050009985,rs
