task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,50,1,500,800,0.5,risky,2.3673541419993853,sr
gamble,50,2,500,920,0.4,risky,3.9389704410023114,sr
gamble,50,3,500,1380,0.4,risky,2.2160040579983615,sr
gamble,50,4,500,2340,0.5,risky,2.209632779002277,sr
gamble,50,5,500,1490,0.3,sure,5.339094506001857,rs
gamble,50,6,500,840,0.5,risky,1.3527092709991848,rs
gamble,50,7,500,1060,0.4,risky,2.0047174710016407,rs
gamble,50,8,500,1670,0.3,sure,5.2875963890001,sr
gamble,50,9,500,300,1.0,sure,1.5267638990007981,sr
gamble,50,10,500,730,0.5,risky,4.474866150001617,sr
gamble,50,11,500,700,1.0,risky,1.642154989996925,sr
gamble,50,12,500,1270,0.5,risky,1.578558946002886,sr
gamble,50,13,500,1170,0.5,risky,2.062090655002976,rs
gamble,50,14,500,1150,0.4,risky,3.7736696200008737,rs
gamble,50,15,500,1570,0.5,risky,2.3619154399966646,rs
gamble,50,16,500,830,0.4,sure,4.876613895998162,sr
gamble,50,17,500,760,0.5,risky,1.4850753630016698,rs
gamble,50,18,500,4480,0.3,risky,4.243445719002921,rs
gamble,50,19,500,880,0.5,risky,2.9876979229993594,sr
gamble,50,20,500,1220,0.3,sure,1.7986533060029615,rs
gamble,50,21,500,3160,0.4,risky,1.4247497910000675,rs
gamble,50,22,500,1890,0.3,risky,5.515380680000817,rs
gamble,50,23,500,940,0.5,risky,1.6172794250014704,rs
gamble,50,24,500,2540,0.3,sure,6.738262355000188,sr
gamble,50,25,500,1120,0.3,sure,2.9996481420021155,rs
gamble,50,26,500,1040,0.3,sure,2.1462953529990045,sr
gamble,50,27,500,870,0.4,risky,1.6150502549971861,rs
gamble,50,28,500,1000,0.5,risky,2.256154675000289,rs
gamble,50,29,500,990,0.4,risky,3.432844019996992,rs
gamble,50,30,500,5650,0.3,risky,1.921124188000249,sr
gamble,50,31,500,2020,0.5,risky,3.83183433999875,rs
gamble,50,32,500,1340,0.3,sure,3.633219407998695,sr
gamble,50,33,500,3010,0.3,risky,3.841640954000468,sr
gamble,50,34,500,7290,0.3,risky,1.5141051669997978,rs
gamble,50,35,500,1770,0.5,risky,1.551467549001245,rs
gamble,50,36,500,2180,0.3,sure,5.844297567000467,sr
gamble,50,37,500,1410,0.5,risky,3.085223832000338,rs
gamble,50,38,500,2650,0.4,risky,1.4282081199999084,sr
gamble,50,39,500,1720,0.4,risky,1.8053098050004337,sr
gamble,50,40,500,2260,0.4,risky,5.398375205000775,sr
gamble,50,41,500,1250,0.4,risky,1.6966768029997183,sr
gamble,50,42,500,3840,0.4,risky,1.1836795909985085,rs
gamble,50,43,500,1530,0.4,risky,1.3626569010011735,sr
gamble,50,44,500,3640,0.3,risky,7.886374942998373,sr
gamble,50,45,500,1960,0.4,risky,1.8142061290018319,sr
gamble,50,46,500,1080,0.5,risky,3.2637564159995236,sr
gamble,50,47,500,970,0.3,sure,1.5353696860001946,sr
