task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,22,1,500,2540,0.3,risky,5.21032046000073,rs
gamble,22,2,500,1150,0.4,sure,7.805152630000521,sr
gamble,22,3,500,1670,0.3,risky,8.216428577001352,rs
gamble,22,4,500,800,0.5,sure,2.9308252920000086,rs
gamble,22,5,500,1120,0.3,sure,2.415971690999868,rs
gamble,22,6,500,970,0.3,sure,2.2730885459986894,sr
gamble,22,7,500,300,1.0,sure,2.5207753510003386,sr
gamble,22,8,500,1570,0.5,risky,1.8937964390006528,sr
gamble,22,9,500,920,0.4,risky,6.477412391001053,sr
gamble,22,10,500,730,0.5,sure,1.6435284899998805,rs
gamble,22,11,500,5650,0.3,risky,3.932181561998732,sr
gamble,22,12,500,2650,0.4,risky,3.202008501000819,rs
gamble,22,13,500,1220,0.3,sure,3.9087963740003033,rs
gamble,22,14,500,990,0.4,sure,2.1705936639991705,rs
gamble,22,15,500,1340,0.3,sure,4.101822876000369,rs
gamble,22,16,500,1410,0.5,risky,4.356718205999641,rs
gamble,22,17,500,3640,0.3,risky,4.712303628000882,sr
gamble,22,18,500,830,0.4,sure,3.2311442860009265,sr
gamble,22,19,500,1060,0.4,sure,4.19238658300128,rs
gamble,22,20,500,1380,0.4,risky,2.297970247000194,sr
gamble,22,21,500,1530,0.4,risky,3.393643200999577,rs
gamble,22,22,500,880,0.5,sure,3.0987624600002164,sr
gamble,22,23,500,700,1.0,risky,2.177279475999967,rs
gamble,22,24,500,1040,0.3,sure,3.1970007449999684,sr
gamble,22,25,500,760,0.5,sure,4.126882798000224,rs
gamble,22,26,500,2340,0.5,risky,2.1090567789997294,rs
gamble,22,27,500,3160,0.4,risky,2.6178080619993125,rs
gamble,22,28,500,2020,0.5,risky,1.4913881559987203,rs
gamble,22,29,500,870,0.4,sure,4.746807924000677,sr
gamble,22,30,500,1720,0.4,risky,6.9748912880004355,rs
gamble,22,31,500,1960,0.4,risky,2.2826937529989664,sr
gamble,22,32,500,940,0.5,sure,3.4421222419987316,sr
gamble,22,33,500,1080,0.5,sure,4.426134805000402,sr
gamble,22,34,500,3840,0.4,risky,3.002972182001031,rs
gamble,22,35,500,1000,0.5,risky,5.574408002999917,sr
gamble,22,36,500,1250,0.4,sure,3.176680036000107,sr
gamble,22,37,500,4480,0.3,risky,1.868873696999799,rs
gamble,22,38,500,1490,0.3,sure,2.3885167589996854,rs
gamble,22,39,500,3010,0.3,risky,4.43910037599926,rs
gamble,22,40,500,1270,0.5,risky,3.33563833900007,rs
gamble,22,41,500,7290,0.3,risky,2.293058140001449,sr
gamble,22,42,500,2260,0.4,risky,5.227498620000915,rs
gamble,22,43,500,1890,0.3,sure,1.868662085998949,rs
gamble,22,44,500,1770,0.5,risky,2.8365507620001154,sr
gamble,22,45,500,1170,0.5,sure,1.6539347909983917,sr
gamble,22,46,500,2180,0.3,risky,5.510768190999443,sr
gamble,22,47,500,840,0.5,sure,1.6761194489990885,sr
