task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,15,1,500,1120,0.3,risky,2.794910696000443,rs
gamble,15,2,500,5650,0.3,risky,2.924418345999584,sr
gamble,15,3,500,1150,0.4,risky,2.79442768500121,rs
gamble,15,4,500,4480,0.3,risky,1.7567265320012666,sr
gamble,15,5,500,1270,0.5,risky,2.536667205999038,rs
gamble,15,6,500,3840,0.4,risky,1.4463927729993884,rs
gamble,15,7,500,940,0.5,risky,4.366630118000103,sr
gamble,15,8,500,1720,0.4,risky,2.4182894759997,sr
gamble,15,9,500,3160,0.4,risky,1.4443218790001993,rs
gamble,15,10,500,1960,0.4,risky,1.675295172000915,rs
gamble,15,11,500,2340,0.5,risky,1.0350589540012152,rs
gamble,15,12,500,1060,0.4,risky,2.100069056999928,rs
gamble,15,13,500,800,0.5,risky,1.218596073000299,sr
gamble,15,14,500,1000,0.5,risky,0.9477745889998914,rs
gamble,15,15,500,970,0.3,sure,3.1676816400013195,rs
gamble,15,16,500,2260,0.4,risky,1.9709954330010078,sr
gamble,15,17,500,1410,0.5,risky,1.5592469639996125,rs
gamble,15,18,500,3640,0.3,risky,2.379854606000663,rs
gamble,15,19,500,760,0.5,risky,2.142456834000768,sr
gamble,15,20,500,880,0.5,risky,3.114776278000136,sr
gamble,15,21,500,1530,0.4,risky,1.7918783790009911,rs
gamble,15,22,500,2180,0.3,risky,1.322870205000072,sr
gamble,15,23,500,730,0.5,sure,2.232184624999718,sr
gamble,15,24,500,1380,0.4,risky,1.457218505000128,sr
gamble,15,25,500,1250,0.4,risky,1.0651404509990243,rs
gamble,15,26,500,1890,0.3,risky,1.2017602050000278,rs
gamble,15,27,500,700,1.0,risky,2.323018260000026,rs
gamble,15,28,500,1220,0.3,sure,1.8018773139992845,rs
gamble,15,29,500,2020,0.5,risky,2.3719782089992805,sr
gamble,15,30,500,1490,0.3,sure,2.1030909569999494,rs
gamble,15,31,500,300,1.0,sure,1.9899328949995834,rs
gamble,15,32,500,1340,0.3,sure,2.0724108269987482,sr
gamble,15,33,500,1570,0.5,risky,2.104387980998581,rs
gamble,15,34,500,990,0.4,risky,3.2064637530002074,sr
gamble,15,35,500,2650,0.4,risky,1.368597946000591,rs
gamble,15,36,500,1040,0.3,sure,1.3162367610002548,rs
gamble,15,37,500,920,0.4,risky,2.8500530250003067,sr
gamble,15,38,500,1770,0.5,risky,0.9456003350005631,rs
gamble,15,39,500,870,0.4,risky,1.4544575269992492,sr
gamble,15,40,500,1170,0.5,risky,1.1909598729998834,sr
gamble,15,41,500,3010,0.3,sure,1.418042681998486,rs
gamble,15,42,500,830,0.4,sure,3.6516330979993654,rs
gamble,15,43,500,7290,0.3,risky,2.723383124000975,sr
gamble,15,44,500,1080,0.5,sure,3.0820694839985663,rs
gamble,15,45,500,1670,0.3,risky,2.688199522999639,rs
gamble,15,46,500,840,0.5,sure,1.1113942470001348,rs
gamble,15,47,500,2540,0.3,risky,1.1166793720003625,rs
