task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,27,1,500,3160,0.4,risky,4.421836510000048,rs
gamble,27,2,500,1890,0.3,sure,2.6145919020000292,sr
gamble,27,3,500,1170,0.5,sure,2.0164948080000613,sr
gamble,27,4,500,1960,0.4,sure,2.25804958599997,rs
gamble,27,5,500,1150,0.4,sure,1.2894571910001105,sr
gamble,27,6,500,880,0.5,sure,1.6253716789999544,sr
gamble,27,7,500,1040,0.3,sure,1.2108344349999243,sr
gamble,27,8,500,1340,0.3,sure,0.9885091809999267,rs
gamble,27,9,500,2260,0.4,sure,2.3593310609999207,rs
gamble,27,10,500,5650,0.3,sure,2.1063977789999626,sr
gamble,27,11,500,2180,0.3,sure,1.3370557009998265,rs
gamble,27,12,500,2540,0.3,sure,1.0140624289999778,rs
gamble,27,13,500,2020,0.5,risky,4.494686154999954,sr
gamble,27,14,500,3010,0.3,sure,1.645890713999961,sr
gamble,27,15,500,4480,0.3,risky,2.029901310000014,rs
gamble,27,16,500,1380,0.4,sure,1.9030469859999357,sr
gamble,27,17,500,1000,0.5,sure,1.1894355759998234,sr
gamble,27,18,500,1120,0.3,sure,0.8561952089999068,rs
gamble,27,19,500,940,0.5,sure,1.0969496889999846,rs
gamble,27,20,500,2650,0.4,sure,3.67856873300002,rs
gamble,27,21,500,990,0.4,sure,1.566063247999864,sr
gamble,27,22,500,700,1.0,risky,1.9378548189999947,sr
gamble,27,23,500,870,0.4,sure,1.8146925349999492,rs
gamble,27,24,500,970,0.3,sure,1.472165521999841,sr
gamble,27,25,500,1410,0.5,sure,1.3358546780000324,rs
gamble,27,26,500,3840,0.4,sure,2.6926174709999486,sr
gamble,27,27,500,730,0.5,sure,1.4835759410000264,sr
gamble,27,28,500,300,1.0,sure,1.6015381309998702,sr
gamble,27,29,500,1770,0.5,sure,2.372333585999968,rs
gamble,27,30,500,1490,0.3,sure,0.9993050820000917,rs
gamble,27,31,500,920,0.4,sure,0.898078046000137,rs
gamble,27,32,500,3640,0.3,sure,2.8806412139999793,sr
gamble,27,33,500,1270,0.5,sure,0.9279352799999288,rs
gamble,27,34,500,840,0.5,sure,0.8279839540000467,sr
gamble,27,35,500,1670,0.3,sure,1.1011598949999097,sr
gamble,27,36,500,800,0.5,sure,3.6988341679998484,rs
gamble,27,37,500,1250,0.4,sure,1.522355134999998,sr
gamble,27,38,500,2340,0.5,sure,4.407393750999972,rs
gamble,27,39,500,1530,0.4,sure,1.6256514990000142,rs
gamble,27,40,500,7290,0.3,risky,2.39434878499992,rs
gamble,27,41,500,1570,0.5,sure,2.7812885549999464,rs
gamble,27,42,500,1060,0.4,sure,2.2245139510000627,rs
gamble,27,43,500,1220,0.3,sure,1.2105091690000336,sr
gamble,27,44,500,830,0.4,sure,2.0592860389999714,sr
gamble,27,45,500,1080,0.5,sure,2.891147045000025,sr
gamble,27,46,500,1720,0.4,sure,1.3690681069999755,rs
gamble,27,47,500,760,0.5,sure,1.4611412780000137,sr
