task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,43,1,500,5650,0.3,risky,2.5804257150011836,rs
gamble,43,2,500,730,0.5,risky,2.7680325740002445,rs
gamble,43,3,500,1340,0.3,risky,3.011958188999415,sr
gamble,43,4,500,1040,0.3,sure,2.189934791000269,sr
gamble,43,5,500,1530,0.4,risky,1.543684858999768,rs
gamble,43,6,500,2260,0.4,risky,0.9875403300029575,rs
gamble,43,7,500,1960,0.4,risky,1.5427755870005058,rs
gamble,43,8,500,1380,0.4,risky,2.858731914002419,sr
gamble,43,9,500,1170,0.5,risky,2.4257324970021727,sr
gamble,43,10,500,2340,0.5,risky,1.1789886299993668,sr
gamble,43,11,500,1720,0.4,risky,1.421555085998989,sr
gamble,43,12,500,1150,0.4,sure,4.4708137359994,sr
gamble,43,13,500,990,0.4,sure,1.5737439330005145,rs
gamble,43,14,500,800,0.5,sure,3.0970531790007954,sr
gamble,43,15,500,3010,0.3,risky,1.248125643000094,rs
gamble,43,16,500,2020,0.5,risky,1.6151130859980185,rs
gamble,43,17,500,880,0.5,sure,2.6402608640019025,sr
gamble,43,18,500,970,0.3,sure,1.5118474000009883,rs
gamble,43,19,500,1670,0.3,sure,2.9580259789981938,sr
gamble,43,20,500,2180,0.3,risky,1.0977436379980645,sr
gamble,43,21,500,4480,0.3,risky,1.8554710940006771,sr
gamble,43,22,500,1220,0.3,sure,1.7822806379990652,sr
gamble,43,23,500,840,0.5,sure,1.5210363349979161,sr
gamble,43,24,500,1270,0.5,risky,1.4786228559969459,rs
gamble,43,25,500,1250,0.4,risky,3.0363847379994695,rs
gamble,43,26,500,3840,0.4,risky,2.116051499997411,rs
gamble,43,27,500,830,0.4,sure,1.2658440729974245,sr
gamble,43,28,500,3640,0.3,risky,1.3440937900013523,sr
gamble,43,29,500,1410,0.5,risky,3.228747535002185,sr
gamble,43,30,500,1060,0.4,sure,1.6936227709993545,rs
gamble,43,31,500,1080,0.5,risky,1.690725881002436,rs
gamble,43,32,500,920,0.4,sure,3.592975504001515,sr
gamble,43,33,500,940,0.5,sure,1.7246217870015244,rs
gamble,43,34,500,1770,0.5,risky,2.0095273519982584,sr
gamble,43,35,500,7290,0.3,risky,2.074383396000485,sr
gamble,43,36,500,300,1.0,sure,1.721029472999362,sr
gamble,43,37,500,1890,0.3,sure,3.062970736002171,rs
gamble,43,38,500,760,0.5,sure,1.4526684330012358,rs
gamble,43,39,500,3160,0.4,risky,1.2054803800019727,sr
gamble,43,40,500,1570,0.5,risky,3.6708781460001774,rs
gamble,43,41,500,700,1.0,risky,1.7808871600027487,rs
gamble,43,42,500,870,0.4,sure,1.6638252590018965,rs
gamble,43,43,500,1490,0.3,sure,5.774122015998728,sr
gamble,43,44,500,1000,0.5,sure,2.968694286002574,sr
gamble,43,45,500,2650,0.4,risky,3.1074412729976757,rs
gamble,43,46,500,2540,0.3,risky,1.5766815450006106,rs
gamble,43,47,500,1120,0.3,sure,1.1627635669974552,rs
