task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,45,1,500,3640,0.3,sure,4.809807747999912,rs
gamble,45,2,500,2650,0.4,risky,7.660168947999864,sr
gamble,45,3,500,1720,0.4,sure,3.100261749999845,rs
gamble,45,4,500,970,0.3,sure,3.106378451999717,rs
gamble,45,5,500,1770,0.5,risky,4.456475370999669,rs
gamble,45,6,500,1410,0.5,sure,5.208744684000067,rs
gamble,45,7,500,840,0.5,sure,3.3860578670000905,rs
gamble,45,8,500,1150,0.4,sure,10.132322464000026,sr
gamble,45,9,500,760,0.5,sure,2.977846582999973,sr
gamble,45,10,500,1960,0.4,risky,9.036804186999689,rs
gamble,45,11,500,880,0.5,sure,3.6859011189999364,rs
gamble,45,12,500,1530,0.4,risky,6.340740384000128,rs
gamble,45,13,500,2260,0.4,risky,2.1212526169997545,sr
gamble,45,14,500,1000,0.5,sure,3.0302626319999035,sr
gamble,45,15,500,940,0.5,sure,2.495492350999939,sr
gamble,45,16,500,1380,0.4,risky,11.117165383000156,rs
gamble,45,17,500,1270,0.5,risky,2.979159119999622,rs
gamble,45,18,500,2020,0.5,risky,1.805834056999629,rs
gamble,45,19,500,1170,0.5,risky,4.3112992979999945,rs
gamble,45,20,500,800,0.5,sure,3.1005897820000428,sr
gamble,45,21,500,4480,0.3,risky,3.7459992129997772,rs
gamble,45,22,500,1490,0.3,sure,1.7576742480000576,rs
gamble,45,23,500,7290,0.3,risky,4.649387851000029,rs
gamble,45,24,500,3160,0.4,risky,2.6096720559999085,sr
gamble,45,25,500,2540,0.3,sure,2.7630085710002277,rs
gamble,45,26,500,830,0.4,sure,2.479078839000067,sr
gamble,45,27,500,3840,0.4,risky,3.805818206999902,sr
gamble,45,28,500,2340,0.5,risky,2.999919984999906,rs
gamble,45,29,500,1080,0.5,sure,3.1058115569999245,rs
gamble,45,30,500,1340,0.3,sure,1.815411540000241,sr
gamble,45,31,500,300,1.0,sure,1.7444737000000714,sr
gamble,45,32,500,700,1.0,risky,1.5331070870001895,sr
gamble,45,33,500,1890,0.3,sure,2.6883958879998318,rs
gamble,45,34,500,1670,0.3,sure,3.3027122759999656,rs
gamble,45,35,500,920,0.4,sure,1.3975505930002328,rs
gamble,45,36,500,990,0.4,sure,3.502224997999747,sr
gamble,45,37,500,2180,0.3,sure,5.427466415999788,sr
gamble,45,38,500,3010,0.3,sure,1.2924931219999962,sr
gamble,45,39,500,1570,0.5,risky,7.97746280299998,sr
gamble,45,40,500,870,0.4,sure,5.613171371000135,rs
gamble,45,41,500,5650,0.3,risky,3.391234388000157,sr
gamble,45,42,500,1220,0.3,sure,3.8014801160002207,rs
gamble,45,43,500,1040,0.3,sure,1.4277466319999803,sr
gamble,45,44,500,1060,0.4,sure,3.804359951999686,sr
gamble,45,45,500,1120,0.3,sure,1.3661842420001449,sr
gamble,45,46,500,730,0.5,sure,3.297229036000317,rs
gamble,45,47,500,1250,0.4,sure,2.0634262700000363,rs
