task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,17,1,500,1080,0.5,risky,7.950601219003147,sr
gamble,17,2,500,1410,0.5,risky,4.06854056299926,sr
gamble,17,3,500,1530,0.4,risky,7.939859981001064,sr
gamble,17,4,500,970,0.3,sure,4.281937747000484,sr
gamble,17,5,500,1570,0.5,risky,2.337407479000831,rs
gamble,17,6,500,2540,0.3,risky,2.261398377002479,sr
gamble,17,7,500,1720,0.4,risky,17.43784172300002,sr
gamble,17,8,500,730,0.5,sure,3.5282086019979033,rs
gamble,17,9,500,1270,0.5,risky,4.204579318000469,rs
gamble,17,10,500,920,0.4,sure,5.752151640001102,rs
gamble,17,11,500,1340,0.3,sure,3.717161707998457,rs
gamble,17,12,500,2180,0.3,risky,2.80224559799899,sr
gamble,17,13,500,760,0.5,sure,2.5970418400029303,rs
gamble,17,14,500,1250,0.4,sure,5.51943851499891,sr
gamble,17,15,500,1120,0.3,sure,4.34109560700017,sr
gamble,17,16,500,2650,0.4,risky,2.986012153000047,rs
gamble,17,17,500,870,0.4,sure,6.821054138003092,rs
gamble,17,18,500,940,0.5,sure,1.6709917430016503,sr
gamble,17,19,500,1490,0.3,sure,5.6552859590010485,rs
gamble,17,20,500,1170,0.5,risky,2.7114673819996824,sr
gamble,17,21,500,5650,0.3,risky,2.236748475999775,sr
gamble,17,22,500,1000,0.5,sure,2.0375480339971546,sr
gamble,17,23,500,1770,0.5,risky,1.8310328509978717,rs
gamble,17,24,500,3640,0.3,risky,1.7758753200032515,sr
gamble,17,25,500,990,0.4,sure,2.651136423002754,rs
gamble,17,26,500,1220,0.3,sure,3.252283650002937,sr
gamble,17,27,500,3840,0.4,risky,2.291477651997411,rs
gamble,17,28,500,1890,0.3,risky,2.634806869999011,sr
gamble,17,29,500,300,1.0,sure,1.7958477290012524,sr
gamble,17,30,500,880,0.5,sure,1.4058858700009296,rs
gamble,17,31,500,2260,0.4,risky,1.9602707859994553,rs
gamble,17,32,500,7290,0.3,risky,1.7714504989999114,rs
gamble,17,33,500,830,0.4,sure,1.895620606999728,rs
gamble,17,34,500,840,0.5,sure,1.3092679269975633,sr
gamble,17,35,500,3010,0.3,risky,2.0906851630024903,sr
gamble,17,36,500,1380,0.4,risky,3.353248234001512,rs
gamble,17,37,500,1960,0.4,risky,1.1101970710005844,rs
gamble,17,38,500,1040,0.3,sure,1.59581976499976,sr
gamble,17,39,500,700,1.0,risky,3.086106580001797,sr
gamble,17,40,500,3160,0.4,risky,1.6208024669977021,rs
gamble,17,41,500,1060,0.4,sure,1.783004216998961,sr
gamble,17,42,500,2340,0.5,risky,1.969378740999673,sr
gamble,17,43,500,800,0.5,sure,1.7653573280003911,rs
gamble,17,44,500,1150,0.4,sure,3.7452806910005165,sr
gamble,17,45,500,2020,0.5,risky,1.3412584379984764,sr
gamble,17,46,500,1670,0.3,risky,1.9299346599982528,sr
gamble,17,47,500,4480,0.3,risky,2.1903325810017122,rs
