task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,63,1,500,1040,0.3,sure,6.316757546999725,rs
gamble,63,2,500,3010,0.3,risky,3.7799441759998444,sr
gamble,63,3,500,1000,0.5,risky,2.670621607998328,sr
gamble,63,4,500,1340,0.3,sure,2.7263378880015807,rs
gamble,63,5,500,1220,0.3,sure,2.7150894829974277,sr
gamble,63,6,500,800,0.5,risky,2.8961845920021005,rs
gamble,63,7,500,1960,0.4,risky,6.190366508999432,rs
gamble,63,8,500,3160,0.4,risky,2.041763894001633,sr
gamble,63,9,500,4480,0.3,risky,6.137624465001863,sr
gamble,63,10,500,1120,0.3,sure,1.7991640089967404,rs
gamble,63,11,500,970,0.3,sure,1.6011744839997846,rs
gamble,63,12,500,1410,0.5,risky,2.1776413619991217,sr
gamble,63,13,500,1060,0.4,risky,5.596764055000676,rs
gamble,63,14,500,1150,0.4,risky,6.319075819999853,rs
gamble,63,15,500,840,0.5,risky,2.3726644160014985,rs
gamble,63,16,500,990,0.4,sure,2.0391416450002,sr
gamble,63,17,500,2650,0.4,risky,1.4482631939972634,sr
gamble,63,18,500,7290,0.3,risky,1.8235174149995146,sr
gamble,63,19,500,880,0.5,risky,3.832331212997815,rs
gamble,63,20,500,1890,0.3,sure,2.3853822579985717,sr
gamble,63,21,500,2260,0.4,risky,1.4434390290007286,sr
gamble,63,22,500,2180,0.3,sure,1.5628699520020746,rs
gamble,63,23,500,1270,0.5,risky,2.685899388001417,sr
gamble,63,24,500,1570,0.5,risky,0.7880833730014274,sr
gamble,63,25,500,700,1.0,risky,1.6060955899993132,sr
gamble,63,26,500,1670,0.3,sure,1.896129643999302,rs
gamble,63,27,500,1720,0.4,risky,1.3567379400010395,rs
gamble,63,28,500,3640,0.3,sure,3.752921007999248,sr
gamble,63,29,500,2540,0.3,sure,2.963562176999403,sr
gamble,63,30,500,1770,0.5,risky,1.7269958120014053,sr
gamble,63,31,500,1530,0.4,risky,2.8754921950021526,rs
gamble,63,32,500,1170,0.5,risky,1.337601620998612,rs
gamble,63,33,500,1250,0.4,risky,1.6218115419978858,sr
gamble,63,34,500,5650,0.3,risky,1.7822581840009661,sr
gamble,63,35,500,2340,0.5,risky,1.5678869090006629,rs
gamble,63,36,500,760,0.5,risky,1.8752347270019527,sr
gamble,63,37,500,940,0.5,sure,6.409881777999544,rs
gamble,63,38,500,1380,0.4,sure,6.987013998001203,rs
gamble,63,39,500,300,1.0,sure,1.845380266000575,sr
gamble,63,40,500,3840,0.4,risky,1.7239746919985919,sr
gamble,63,41,500,2020,0.5,risky,3.8167178030016657,rs
gamble,63,42,500,870,0.4,sure,2.2585110859981796,sr
gamble,63,43,500,830,0.4,sure,1.208475710998755,rs
gamble,63,44,500,730,0.5,sure,1.417735843002447,rs
gamble,63,45,500,1490,0.3,sure,1.218033558998286,rs
gamble,63,46,500,1080,0.5,sure,2.2427644039998995,rs
gamble,63,47,500,920,0.4,sure,1.2101740350008185,sr
