task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,42,1,500,2260,0.4,risky,2.365879731001769,rs
gamble,42,2,500,1410,0.5,risky,2.528828622002038,sr
gamble,42,3,500,830,0.4,sure,1.901827690002392,rs
gamble,42,4,500,1000,0.5,sure,1.5089844430003723,rs
gamble,42,5,500,1490,0.3,sure,3.6576814290019684,rs
gamble,42,6,500,1060,0.4,sure,1.9295005060012045,sr
gamble,42,7,500,840,0.5,sure,1.599254878001375,sr
gamble,42,8,500,5650,0.3,risky,1.3282423939999717,sr
gamble,42,9,500,1890,0.3,sure,2.7661410510008864,rs
gamble,42,10,500,3840,0.4,risky,1.5041993740014732,rs
gamble,42,11,500,870,0.4,sure,1.5104018839992932,sr
gamble,42,12,500,7290,0.3,risky,1.4679722180007957,rs
gamble,42,13,500,1040,0.3,sure,1.3780888060027792,sr
gamble,42,14,500,970,0.3,sure,1.5659392419984215,sr
gamble,42,15,500,1380,0.4,risky,3.089071760998195,sr
gamble,42,16,500,1080,0.5,sure,1.2236016309980187,rs
gamble,42,17,500,2340,0.5,risky,1.7682484659999318,sr
gamble,42,18,500,2650,0.4,risky,1.4904568720012321,sr
gamble,42,19,500,990,0.4,sure,1.1455028579985083,sr
gamble,42,20,500,700,1.0,risky,1.7892798489992856,rs
gamble,42,21,500,880,0.5,sure,2.359305811998638,rs
gamble,42,22,500,1120,0.3,sure,2.3297474329992838,rs
gamble,42,23,500,2020,0.5,risky,2.4466923360014334,sr
gamble,42,24,500,1720,0.4,risky,1.3577166350005427,sr
gamble,42,25,500,760,0.5,sure,1.081509454998013,rs
gamble,42,26,500,3010,0.3,risky,1.374745721997897,rs
gamble,42,27,500,1150,0.4,sure,1.5767915819997143,sr
gamble,42,28,500,1670,0.3,risky,2.187723716000619,rs
gamble,42,29,500,1530,0.4,risky,1.6372438660000626,sr
gamble,42,30,500,1170,0.5,sure,1.109572257999389,sr
gamble,42,31,500,300,1.0,sure,1.6580977539997548,rs
gamble,42,32,500,1570,0.5,risky,1.5455021520028822,rs
gamble,42,33,500,1220,0.3,sure,1.4994853280004463,sr
gamble,42,34,500,4480,0.3,risky,1.8738577209987852,rs
gamble,42,35,500,1250,0.4,sure,2.64807391100112,sr
gamble,42,36,500,800,0.5,sure,3.1200910940024187,sr
gamble,42,37,500,2540,0.3,risky,1.380738358002418,rs
gamble,42,38,500,730,0.5,sure,1.199146909002593,rs
gamble,42,39,500,1270,0.5,sure,1.9683679869995103,sr
gamble,42,40,500,1770,0.5,risky,2.353858587001014,sr
gamble,42,41,500,2180,0.3,risky,2.1182191780026187,sr
gamble,42,42,500,940,0.5,sure,1.1215792860020883,sr
gamble,42,43,500,1340,0.3,sure,2.438273484000092,sr
gamble,42,44,500,920,0.4,sure,1.7659275070000149,sr
gamble,42,45,500,3640,0.3,risky,1.0877286130016728,sr
gamble,42,46,500,3160,0.4,risky,2.069367061001685,sr
gamble,42,47,500,1960,0.4,risky,2.3239684510008374,rs
