task,id,trial,payoff_sure,payoff_risky,prob,choice,rt,pos
gamble,48,1,500,3010,0.3,sure,2.6468273869995755,sr
gamble,48,2,500,1150,0.4,sure,2.4144160949999787,rs
gamble,48,3,500,1960,0.4,risky,3.776985374001015,sr
gamble,48,4,500,1120,0.3,sure,1.659903793999547,sr
gamble,48,5,500,1670,0.3,sure,1.498808315000133,sr
gamble,48,6,500,1220,0.3,sure,2.4020557130006637,rs
gamble,48,7,500,2260,0.4,risky,2.500076756999988,rs
gamble,48,8,500,1170,0.5,risky,2.4508080239993433,sr
gamble,48,9,500,300,1.0,sure,1.8910375190007471,rs
gamble,48,10,500,800,0.5,risky,2.9057363840001926,sr
gamble,48,11,500,760,0.5,risky,3.4964594960001705,sr
gamble,48,12,500,870,0.4,risky,1.9503810579990386,sr
gamble,48,13,500,1270,0.5,risky,1.4431353580002906,sr
gamble,48,14,500,1040,0.3,sure,2.474379298999338,rs
gamble,48,15,500,2650,0.4,risky,1.9150276299988036,sr
gamble,48,16,500,2540,0.3,sure,2.4962275050002063,rs
gamble,48,17,500,1770,0.5,risky,1.8545990039983735,rs
gamble,48,18,500,1340,0.3,sure,2.582692436999423,rs
gamble,48,19,500,940,0.5,risky,1.9380491350002558,sr
gamble,48,20,500,3640,0.3,sure,2.0221831560011196,sr
gamble,48,21,500,880,0.5,risky,1.2564494260004722,sr
gamble,48,22,500,990,0.4,sure,3.4650305029990704,rs
gamble,48,23,500,970,0.3,sure,2.976411421001103,rs
gamble,48,24,500,830,0.4,sure,2.619594297999356,sr
gamble,48,25,500,2340,0.5,risky,1.8299849040013214,rs
gamble,48,26,500,1530,0.4,risky,2.1900919970012183,sr
gamble,48,27,500,2180,0.3,sure,1.6741726480013313,sr
gamble,48,28,500,920,0.4,sure,2.760942980999971,sr
gamble,48,29,500,1720,0.4,risky,3.869438697000078,sr
gamble,48,30,500,7290,0.3,sure,3.3003642489984486,rs
gamble,48,31,500,1380,0.4,risky,3.3463178840011096,rs
gamble,48,32,500,1060,0.4,risky,3.5995532739998453,rs
gamble,48,33,500,1410,0.5,risky,2.017636307999055,sr
gamble,48,34,500,1570,0.5,risky,1.683314882000559,rs
gamble,48,35,500,730,0.5,risky,3.010383795000962,sr
gamble,48,36,500,3160,0.4,risky,1.724232624999786,sr
gamble,48,37,500,4480,0.3,sure,2.330287980999856,rs
gamble,48,38,500,5650,0.3,sure,1.9029130559993064,sr
gamble,48,39,500,1080,0.5,risky,1.6857765379991179,sr
gamble,48,40,500,2020,0.5,risky,1.6845760350006458,rs
gamble,48,41,500,700,1.0,risky,4.738976041000569,sr
gamble,48,42,500,1890,0.3,sure,2.024222486999861,rs
gamble,48,43,500,3840,0.4,risky,1.866436882999551,rs
gamble,48,44,500,1250,0.4,risky,1.5856114360012725,sr
gamble,48,45,500,840,0.5,risky,2.1961363539994636,rs
gamble,48,46,500,1490,0.3,sure,1.7594440060001943,sr
gamble,48,47,500,1000,0.5,risky,1.5947695750001003,rs
