task,id,trial,order,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_solo,payoff_jitter,payoff_group,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
group,52,1,post,3,32,clockwise,clockwise,correct,2.0725016899996263,ca,770,0,500,solo,1.5329351319996931,sg,3.0,1.7981309110000439,3,"[(3, 0.0003593990004446823), (3, 1.7988775669982715)]",0.5680252399827378
group,52,2,post,3,16,clockwise,clockwise,correct,0.8985585219998029,ca,1270,10,500,solo,0.5333219089989143,sg,3.0,0.8376170890005596,4,"[(4, 0.0004738610005006194), (3, 0.5508028799995373), (3, 0.8384776129969396)]",0.5691968903683599
group,52,3,post,-3,16,anticlockwise,anticlockwise,correct,2.059366195997427,ac,1400,10,500,solo,0.9125936880009249,gs,2.0,0.7697501669972553,2,"[(2, 0.0005117369983054232), (2, 0.7705128079978749)]",0.4749947555364471
group,52,4,post,3,8,clockwise,clockwise,correct,0.6367562689993065,ac,1270,10,500,solo,0.6977729770005681,sg,4.0,2.996042391998344,1,"[(1, 0.0004923939995933324), (2, 2.1011018130011507), (3, 2.2767830789998698), (4, 2.436939857001562), (4, 2.9969589650027046)]",0.4335820994343875
group,52,5,post,-3,8,anticlockwise,anticlockwise,correct,0.8043928189981671,ac,940,10,500,solo,0.9712151130006532,gs,4.0,1.4826552239974262,6,"[(6, 0.00047073300083866343), (5, 1.0195193239997025), (4, 1.2433968009972887), (4, 1.4836345479998272)]",0.45695219522322855
group,52,6,post,3,64,anticlockwise,clockwise,wrong,0.791442678997555,ac,590,-10,500,solo,4.174461642000097,sg,2.0,1.4227899360012088,2,"[(2, 0.0005173649988137186), (2, 1.4238631519983755)]",0.47882994169343385
group,52,7,post,-3,64,clockwise,anticlockwise,wrong,1.3052240060023905,ca,1400,0,500,solo,0.6201500189999933,sg,1.0,3.769101852998574,3,"[(3, 0.00048430699825985357), (2, 3.4019685099992785), (1, 3.593852137997601), (1, 3.7698486049994244)]",0.579170648823299
group,52,8,post,-3,32,anticlockwise,anticlockwise,correct,0.988316966999264,ac,700,0,500,solo,2.492409451002459,gs,2.0,1.8383952010008215,6,"[(6, 0.0004887180002697278), (5, 0.9752411059998849), (4, 1.1832294000014372), (3, 1.3913427370025602), (2, 1.6151121360016987), (2, 1.839206232001743)]",0.42757089218835675
group,52,9,pre,-3,16,anticlockwise,anticlockwise,correct,1.4788388770029997,ca,1270,0,500,solo,3.3663155079993885,gs,3.0,3.0736846090003382,1,"[(1, 0.0005858859985892195), (2, 2.5944583199998306), (3, 2.834573141000874), (3, 3.0744698620001145)]",0.5112705429162673
group,52,10,post,3,32,clockwise,clockwise,correct,0.9419542540017574,ca,590,-10,500,group,3.855360618999839,gs,1.0,1.9643505999993067,1,"[(1, 0.0004731440021714661), (1, 1.9650943009983166)]",0.4853489071631408
group,52,11,post,3,8,clockwise,clockwise,correct,1.1392730100014887,ca,850,-10,500,solo,0.6205175350005447,gs,4.0,2.7460887630004436,3,"[(3, 0.0004996889983885922), (4, 2.554989039999782), (4, 2.7468655970005784)]",0.5338687841274217
group,52,12,post,3,16,clockwise,clockwise,correct,0.8996590369970363,ac,1040,0,500,solo,0.7422211650009558,sg,5.0,1.0870770510009606,3,"[(3, 0.0004892900033155456), (4, 0.5920967189995281), (5, 0.8159428590006428), (5, 1.0878709460012033)]",0.4841521358378888
group,52,13,post,-3,64,anticlockwise,anticlockwise,correct,0.9837666370003717,ac,850,10,500,solo,4.390328262001276,sg,2.0,2.3655375609996554,6,"[(6, 0.0004805999997188337), (5, 1.3264829319996352), (4, 1.534503405997384), (3, 1.7756428350003262), (2, 2.0143658659981156), (2, 2.3663428719992226)]",0.5684345102817371
