task,id,trial,order,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_solo,payoff_jitter,payoff_group,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
group,54,1,post,-3,32,anticlockwise,anticlockwise,correct,2.3365389069999765,ac,590,-10,500,group,1.1939903610000329,sg,4.0,0.6881234870002118,4,"[(4, 0.0003536250001161534), (4, 0.6891423619999841)]",0.4961428333668897
group,54,2,post,-3,64,anticlockwise,anticlockwise,correct,0.9684996949999913,ac,940,0,500,solo,0.8080158729999312,sg,5.0,2.0939057320001666,2,"[(2, 0.00046837000036248355), (3, 1.3429173770000489), (4, 1.5668224080000073), (5, 1.9828731180000432), (5, 2.0946252420003475)]",0.588958784357975
group,54,3,post,3,32,clockwise,clockwise,correct,0.7485585780000292,ac,700,-10,500,group,1.3021730450000177,gs,5.0,4.903889603000152,6,"[(6, 0.0005090839999866148), (5, 4.568914756999675), (5, 4.904757044999769)]",0.5934351733070968
group,54,4,post,3,8,anticlockwise,clockwise,wrong,4.247538335999707,ca,550,0,500,group,2.14911008900026,gs,5.0,1.17359984299992,3,"[(3, 0.0005090429999654589), (4, 0.6626382139997986), (5, 0.9505790909997813), (5, 1.1744486950001374)]",0.583929073718536
group,54,5,post,-3,16,anticlockwise,anticlockwise,correct,1.405079221000051,ca,770,10,500,group,1.979472798000188,gs,6.0,0.7065345730002264,6,"[(6, 0.0005287740000312624), (6, 0.7074672759999885)]",0.5063023581136877
group,54,6,post,3,16,anticlockwise,clockwise,wrong,1.0187467999999171,ca,770,-10,500,group,2.200252178000028,gs,5.0,1.2222409440000774,2,"[(2, 0.00048057300000436953), (3, 0.6151359969999248), (4, 0.8392007850002301), (5, 1.0310927310001716), (5, 1.223083176000273)]",0.5663374328338802
group,54,7,post,3,64,anticlockwise,clockwise,wrong,1.1129421380001077,ca,500,-10,500,group,3.827719750000142,gs,5.0,2.3841700140001194,3,"[(3, 0.0004736169998977857), (4, 1.1211266029999933), (5, 2.1290462519996254), (5, 2.3850722089996452)]",0.5948536526091803
group,54,8,pre,-3,16,clockwise,anticlockwise,wrong,1.557417482999881,ac,770,-10,500,solo,2.0825827890002984,sg,4.0,2.4452522210003735,6,"[(6, 0.00047150399996098713), (5, 1.4543008949999603), (4, 2.094055803000174), (4, 2.446041156999854)]",0.528182642599283
group,54,9,post,-3,8,anticlockwise,anticlockwise,correct,0.8655514979996042,ca,550,-10,500,solo,1.1891021530000216,sg,5.0,1.931977346000167,3,"[(3, 0.0004817039998670225), (4, 1.5970559130000765), (5, 1.8048921449999398), (5, 1.9327580740000485)]",0.5357883799354461
group,54,10,post,-3,32,anticlockwise,anticlockwise,correct,0.8392814149997321,ac,1270,-10,500,solo,1.116274556999997,sg,5.0,1.4301022240001657,4,"[(4, 0.0004960510000273644), (5, 0.7590568280002117), (5, 1.4308603170002243)]",0.4440601687897412
group,54,11,post,3,32,clockwise,clockwise,correct,3.0913365159999557,ca,590,-10,500,group,1.2790583529999822,gs,5.0,1.265928656000142,5,"[(5, 0.0004803560000254947), (5, 1.2668044659999396)]",0.5155149851604458
group,54,12,post,3,16,clockwise,clockwise,correct,0.7747209059998568,ac,850,10,500,solo,0.9433629879999899,gs,4.0,1.455351139999948,3,"[(3, 0.000504962000377418), (4, 0.8162312830004339), (4, 1.4561656670002776)]",0.47861901090965314
group,54,13,post,3,8,clockwise,clockwise,correct,2.7151799279999977,ca,850,0,500,solo,1.1573681969998688,gs,4.0,2.0939233900003273,5,"[(5, 0.00047960400024749106), (4, 1.6466340570000284), (4, 2.094703834000029)]",0.5293401556782751
group,54,14,pre,-3,32,clockwise,anticlockwise,wrong,4.612183307000123,ca,850,-10,500,solo,1.2131732369998645,sg,2.0,1.682862699999987,1,"[(1, 0.0004962590001014178), (2, 0.9477674820000175), (2, 1.683483156999955)]",0.4634314960755959
group,54,15,post,-3,16,anticlockwise,anticlockwise,correct,0.6915865609998946,ac,590,10,500,group,1.3426387859999522,sg,3.0,1.6464810130000842,1,"[(1, 0.0005068660002507386), (2, 0.7031796100000065), (3, 1.3593252350001421), (3, 1.6471458030000576)]",0.5582914494037254
group,54,16,post,-3,64,anticlockwise,anticlockwise,correct,0.8190009290001399,ac,700,-10,500,solo,0.9052192879998984,sg,2.0,1.4830348949999461,1,"[(1, 0.0005788309999843477), (2, 1.067942769000183), (2, 1.4838991309998164)]",0.5190146470353558
group,54,17,post,-3,8,anticlockwise,anticlockwise,correct,0.6619804250003654,ac,850,0,500,solo,0.8973910849999811,gs,1.0,0.899801466000099,1,"[(1, 0.0004990450001969293), (1, 0.9007587649998641)]",0.5286952077868754
group,54,18,post,3,64,anticlockwise,clockwise,wrong,1.546341061000021,ca,1040,10,500,group,1.7946174180001435,gs,6.0,0.6736250310000287,6,"[(6, 0.0004951370001435862), (6, 0.6745522740002343)]",0.42186447642422314
group,54,19,post,3,32,clockwise,clockwise,correct,2.1902763520001827,ac,850,-10,500,solo,1.1338426289999006,sg,2.0,5.286821288999818,1,"[(1, 0.0005270470001050853), (2, 1.943646302000161), (2, 5.287874223000017)]",0.48174006136561165
group,54,20,post,3,16,clockwise,clockwise,correct,1.0699767480000446,ca,700,-10,500,solo,1.4497765109999818,sg,5.0,2.181979660000252,5,"[(5, 0.0004816830000891059), (5, 2.1830577700002323)]",0.4153148447091042
group,54,21,pre,-3,16,anticlockwise,anticlockwise,correct,1.1149468839998917,ca,1150,0,500,solo,1.0062564179997935,sg,3.0,3.220178557000054,6,"[(6, 0.00047757199990883237), (5, 0.7732708399998955), (4, 1.429222435000156), (3, 2.261093532999894), (3, 3.2211037150000266)]",0.5642221494480115
group,54,22,post,3,8,clockwise,clockwise,correct,0.007035365000319871,ca,940,-10,500,solo,1.9339337579999665,gs,4.0,3.702020742000059,1,"[(1, 0.00047760299958099495), (2, 1.638848383000095), (3, 2.15078083599974), (4, 3.382767328999762), (4, 3.7027288569997836)]",0.578288272089293
group,54,23,post,3,64,clockwise,clockwise,correct,1.00244932600026,ca,1150,0,500,group,0.9376116799999181,sg,4.0,1.7222181339998315,5,"[(5, 0.00047914299966578255), (4, 0.8112232780003978), (4, 1.723154168000292)]",0.4798962200865731
group,54,24,post,-3,16,anticlockwise,anticlockwise,correct,0.652419197999734,ac,1270,0,500,solo,0.6504169419999926,sg,3.0,2.053695582999808,2,"[(2, 0.00048035499958132277), (3, 0.710744841000178), (4, 0.9825437149997924), (3, 1.5266278549997878), (3, 2.0546143189999384)]",0.48716339325016655
group,54,25,post,-3,8,anticlockwise,anticlockwise,correct,0.7143511799999942,ac,1270,10,500,solo,0.6124999400003617,sg,5.0,0.5452815740000005,5,"[(5, 0.0004738940001516312), (5, 0.5462124860000586)]",0.509604339383185
group,54,26,post,-3,32,clockwise,anticlockwise,wrong,4.0181629510002494,ac,700,-10,500,group,1.2092696870004147,sg,4.0,1.6306375240001216,2,"[(2, 0.0004804680002052919), (3, 0.975722510000196), (4, 1.4395441739998205), (4, 1.6314843029999793)]",0.49523766237242395
group,54,27,post,-3,64,clockwise,anticlockwise,wrong,0.7734992810001131,ac,550,0,500,group,1.1977844120001464,sg,5.0,2.61241503500014,4,"[(4, 0.0004834659998778079), (5, 1.3654549880002378), (5, 2.6132419840000694)]",0.4440324305305917
