task,id,trial,order,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_solo,payoff_jitter,payoff_group,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
group,20,1,post,3,64,clockwise,clockwise,correct,2.4139033109986485,ca,1270,-10,500,solo,3.028309266999713,gs,4.0,2.76839133699832,1,"[(1, 0.0003625509998528287), (2, 0.8495291470007942), (3, 1.0412874150006246), (4, 1.233375085001171), (4, 2.769267457000751)]",0.5823693803284525
group,20,2,post,3,32,clockwise,clockwise,correct,0.9217618090005999,ca,1040,10,500,solo,0.860624237000593,gs,4.0,0.9115374389984936,3,"[(3, 0.0004986830008419929), (4, 0.4964982380006404), (4, 0.912497680999877)]",0.47909760878239893
group,20,3,post,-3,32,clockwise,anticlockwise,wrong,1.042594063001161,ca,1040,-10,500,group,2.448310355999638,sg,4.0,1.5244026680011302,6,"[(6, 0.0004826789991057012), (5, 0.5973657600006845), (4, 0.9330992960003641), (4, 1.5252122490001057)]",0.4663298299522591
group,20,4,post,3,8,clockwise,clockwise,correct,0.6661125989994616,ca,590,0,500,solo,1.270244023999112,sg,5.0,2.00960924500032,3,"[(3, 0.0006122979993961053), (4, 0.794514180999613), (5, 1.4346360700001242), (5, 2.0105163139996876)]",0.5939734499373799
group,20,5,post,-3,64,anticlockwise,anticlockwise,correct,1.1827704850002192,ca,850,0,500,solo,1.6062892050013033,sg,5.0,0.9403101110001444,6,"[(6, 0.00047293199895648286), (5, 0.5413378989997), (5, 0.941194244000144)]",0.5125749795562495
group,20,6,pre,-3,8,clockwise,anticlockwise,wrong,0.841603254999427,ca,1040,-10,500,solo,2.438409936001335,sg,5.0,1.7906444460004423,4,"[(4, 0.0004982369991921587), (5, 1.5676820579992636), (5, 1.7914596699993126)]",0.56065828632736
group,20,7,post,-3,8,clockwise,anticlockwise,wrong,1.7105051589987852,ca,940,-10,500,group,1.8736589760010247,sg,4.0,2.3803878409999015,4,"[(4, 0.0005161149983905489), (5, 1.1493405010005517), (4, 1.5652587139993557), (4, 2.3811787129998265)]",0.4882039945435359
group,20,8,post,-3,16,clockwise,anticlockwise,wrong,0.772023346999049,ac,940,0,500,solo,1.8995189469987963,gs,4.0,1.9089450259998557,4,"[(4, 0.0004820499998459127), (4, 1.9099737180004013)]",0.5078955710978628
group,20,9,post,3,16,clockwise,clockwise,correct,0.6424213299997064,ca,640,0,500,solo,1.1676402410012088,sg,6.0,2.791620633999628,3,"[(3, 0.0005038180006522452), (4, 0.37631067500115023), (5, 0.8084688560011273), (6, 1.4165555449999374), (5, 2.152485324000736), (6, 2.5365394610016665), (6, 2.7923783260011987)]",0.42578785401284164
group,20,10,post,-3,8,anticlockwise,anticlockwise,correct,0.6669949200004339,ac,700,0,500,solo,2.183350966999569,gs,6.0,1.0456466260002344,4,"[(4, 0.0004963009996572509), (5, 0.5665086839999276), (6, 0.8383762180001213), (6, 1.0464897229994676)]",0.5760894655444053
