task,id,trial,order,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_solo,payoff_jitter,payoff_group,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
group,40,1,post,3,16,clockwise,clockwise,correct,0.9439545389996056,ca,550,-10,500,solo,2.543416333001005,gs,4.0,0.560562528000446,4,"[(4, 0.000354302999767242), (4, 0.561570429999847)]",0.49765220247435826
group,40,2,post,-3,8,anticlockwise,anticlockwise,correct,0.9435738089996448,ca,640,0,500,solo,0.9429938829998719,sg,5.0,2.127869350000765,3,"[(3, 0.0004898030001641018), (4, 0.8168266039992886), (5, 1.488904833999186), (5, 2.1288451079999504)]",0.49128643605210537
group,40,3,post,3,8,clockwise,clockwise,correct,0.8618851129995164,ac,1400,-10,500,solo,0.9139992770014942,gs,6.0,1.3789816189982957,1,"[(1, 0.00048087199866131414), (2, 0.3720636559992272), (3, 0.5639210810004442), (4, 0.7558633659991756), (5, 0.9157957850002276), (6, 1.1078601030003483), (6, 1.3798914099988906)]",0.5961279189549864
group,40,4,post,3,32,clockwise,clockwise,correct,1.153391334000844,ca,1270,10,500,solo,1.1305256399991777,sg,3.0,1.9709651299999678,5,"[(5, 0.0005116700012877118), (4, 0.5799656990002404), (3, 1.7639639730005001), (3, 1.971889401998851)]",0.5211966244100638
group,40,5,post,-3,16,anticlockwise,anticlockwise,correct,1.0659193440005765,ca,1150,-10,500,solo,0.837031338000088,sg,4.0,0.8577509920014563,2,"[(2, 0.0004802210005436791), (3, 0.39472631299940986), (4, 0.6187154459985322), (4, 0.8585715149984026)]",0.5337612509111707
group,40,6,post,-3,64,anticlockwise,anticlockwise,correct,0.9094388930006971,ac,1040,10,500,group,0.8802493860002869,sg,2.0,2.1533270859999902,5,"[(5, 0.0005323160003172234), (4, 1.002187596001022), (3, 1.2262624880004296), (2, 1.5942683830016904), (2, 2.1541272570011643)]",0.47239513339843897
group,40,7,post,3,64,clockwise,clockwise,correct,1.497168652000255,ca,770,-10,500,group,0.9644250820001616,sg,3.0,1.6830747379990498,2,"[(2, 0.0005041269996581832), (1, 0.2442151159993955), (2, 1.1720106459997623), (3, 1.4600267530004203), (3, 1.683915194000292)]",0.4689556496060862
group,40,8,pre,3,16,clockwise,clockwise,correct,0.7818087139985437,ac,700,-10,500,solo,5.089845079999577,gs,4.0,1.1557456300015474,4,"[(4, 0.00048362599954998586), (4, 1.156620923000446)]",0.5074081648597263
group,40,9,post,-3,32,anticlockwise,anticlockwise,correct,2.7953009640004893,ca,850,-10,500,group,2.082303150000371,sg,3.0,1.1092665369997121,6,"[(6, 0.000490940999952727), (5, 0.3423624409988406), (4, 0.6141630089987302), (3, 0.8541849969988107), (3, 1.1101818259994616)]",0.5139847422729996
group,40,10,post,3,32,clockwise,clockwise,correct,1.104225643999598,ca,700,0,500,solo,1.6736627099999168,gs,3.0,1.3255504900007509,3,"[(3, 0.0004814490002900129), (2, 0.3666027769995708), (3, 0.84648830200058), (3, 1.326449189999039)]",0.4848518790385731
group,40,11,post,3,64,anticlockwise,clockwise,wrong,1.2963492269991548,ca,590,0,500,group,0.8836209219989541,gs,1.0,1.4151074649998918,4,"[(4, 0.0004897159997199196), (3, 0.7120608929999435), (2, 0.9679551720000745), (1, 1.1758771019995038), (1, 1.4158622689992626)]",0.45381030837088987
group,40,12,post,-3,32,anticlockwise,anticlockwise,correct,3.1583489830009057,ca,940,10,500,solo,1.7589001489996008,sg,3.0,0.7346384640004544,3,"[(3, 0.0005109170015202835), (3, 0.7354121879998274)]",0.4514972703672181
group,40,13,post,3,16,anticlockwise,clockwise,wrong,3.5578192440007115,ac,1040,10,500,solo,1.4217917089990806,sg,3.0,1.2263211300014518,1,"[(1, 0.0004952939998474903), (2, 0.6833828409999114), (3, 0.9553952189999109), (3, 1.227204011998765)]",0.5410344755769878
group,40,14,post,3,8,clockwise,clockwise,correct,1.021071741999549,ca,1150,-10,500,solo,0.7146636220004439,sg,5.0,1.427799959999902,3,"[(3, 0.0005059530012658797), (4, 0.7248963210004149), (5, 1.1408027979996405), (5, 1.4287857260005694)]",0.579096206819207
group,40,15,post,-3,64,clockwise,anticlockwise,wrong,1.7151931579992379,ac,640,10,500,group,0.9826019240008463,sg,3.0,1.4451382419993024,2,"[(2, 0.0004880319993390003), (3, 0.5981880220006133), (3, 1.4459011969993298)]",0.43365710518003997
group,40,16,pre,3,32,clockwise,clockwise,correct,1.0995497339990834,ac,850,0,500,solo,2.302452428999459,gs,4.0,1.733591313000943,1,"[(1, 0.0004909119998046663), (2, 0.8707177959986439), (3, 1.094419551000101), (4, 1.478465102998598), (4, 1.7344375269985903)]",0.4599982573383946
group,40,17,post,-3,16,clockwise,anticlockwise,wrong,4.550339776000328,ca,850,10,500,solo,1.0954750950004382,sg,4.0,0.8339454050001223,4,"[(4, 0.00047982099931687117), (4, 0.8346858540007815)]",0.5094318379997644
group,40,18,post,-3,8,anticlockwise,anticlockwise,correct,1.0493728530000226,ca,1040,-10,500,solo,0.8696733720007614,gs,5.0,1.607724669000163,1,"[(1, 0.000487757999508176), (2, 0.5047105499997997), (3, 0.7767751940009475), (4, 1.0646452310011227), (5, 1.2887285960005102), (5, 1.608688792999601)]",0.4716227448804951
