task,id,trial,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_sure,payoff_risky,payoff_jitter,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
solo,29,1,-3,64,anticlockwise,anticlockwise,correct,0.8594917209993582,ca,500,850,0,sure,0.8955342110002675,rs,2.0,1.986118185000123,6,"[(6, 0.00035668300006364007), (5, 0.8669701990002068), (4, 1.0110286879998966), (3, 1.1710462709997955), (2, 1.3470120590000079), (2, 1.9870589219999601)]",0.5779605339549706
solo,29,2,3,16,clockwise,clockwise,correct,0.6859135949998745,ac,500,1540,10,risky,0.6170937910001157,sr,5.0,0.8382798439997714,5,"[(5, 0.0004961470003763679), (5, 0.839161418999538)]",0.4022663956578438
solo,29,3,3,8,clockwise,clockwise,correct,0.6178130059997784,ac,500,1270,10,risky,0.5838178539997898,rs,6.0,0.8554166929998246,6,"[(6, 0.0005111699992994545), (6, 0.8560663380003461)]",0.5410712060555061
solo,29,4,-3,32,anticlockwise,anticlockwise,correct,1.053864096000325,ca,500,1040,10,sure,0.6026007380005467,rs,3.0,2.1369235570000455,1,"[(1, 0.00048357300056522945), (2, 1.721906355000101), (3, 1.8817505429997254), (3, 2.1376327640000454)]",0.4568579276743862
solo,29,5,3,32,clockwise,clockwise,correct,0.6177752510002392,ac,500,1150,10,risky,0.5354597080004169,rs,4.0,1.2725763389998974,2,"[(2, 0.00047993600037443684), (3, 0.8416276449997895), (4, 0.9535017329999391), (4, 1.273368668999865)]",0.5155952865307617
solo,29,6,-3,8,anticlockwise,anticlockwise,correct,0.7682484280003337,ac,500,1270,10,risky,0.6647181099997397,rs,5.0,0.675211988999763,5,"[(5, 0.0004747539996969863), (5, 0.6758850579999489)]",0.42832327745651655
solo,29,7,3,64,clockwise,clockwise,correct,0.8758113359999697,ca,500,1400,-10,risky,0.8471441990004678,sr,4.0,1.4111305110000103,3,"[(3, 0.00048078700001497054), (4, 0.7081795049998618), (4, 1.4120527610002682)]",0.5983948626623771
solo,29,8,-3,16,anticlockwise,anticlockwise,correct,0.5627144659993064,ac,500,1400,-10,risky,0.6422175130001051,rs,3.0,2.9751004649997412,1,"[(1, 0.0004941589995723916), (2, 1.455969415999789), (3, 1.6959068520000073), (3, 2.9760275199996613)]",0.4650046600501523
solo,29,9,3,32,clockwise,clockwise,correct,0.976540390000082,ca,500,770,-10,sure,0.7363355239995144,rs,1.0,3.273296579000089,2,"[(2, 0.0004949029998897458), (1, 3.1621217729998534), (1, 3.27410414499991)]",0.450122094529065
solo,29,10,-3,16,anticlockwise,anticlockwise,correct,1.0719243359999382,ac,500,640,0,sure,0.6036103229998844,rs,2.0,1.786317125000096,6,"[(6, 0.0004829950003113481), (5, 0.6034766890006722), (4, 0.779243476999909), (3, 0.9232233170005202), (2, 1.3072424330002832), (2, 1.7871525099999417)]",0.455269908531271
solo,29,11,3,16,clockwise,clockwise,correct,0.6954889939997884,ca,500,700,0,risky,0.721870502999991,rs,6.0,1.3074619789995268,2,"[(2, 0.0004999550001230091), (3, 0.46049677100018016), (4, 0.6203631910002514), (5, 0.780470862000584), (6, 0.8443463600005998), (6, 1.3081874320005227)]",0.5609003546441562
solo,29,12,3,8,clockwise,clockwise,correct,0.6028669489996901,ca,500,1150,-10,risky,0.601999820999481,sr,5.0,2.0559551500000453,3,"[(3, 0.000489242000185186), (4, 0.6490249159996893), (5, 0.9688970319994041), (5, 2.056822894999641)]",0.5634265835916847
solo,29,13,3,64,clockwise,clockwise,correct,1.5829540700005964,ca,500,1150,0,sure,0.6138737020000917,rs,2.0,1.252306587000021,3,"[(3, 0.0004899450004813843), (2, 0.51730409800075), (2, 1.2532766029999038)]",0.46097185272980234
solo,29,14,-3,32,clockwise,anticlockwise,wrong,0.7407403099996372,ac,500,1400,-10,sure,0.7338549650003188,rs,3.0,2.1347403459994894,2,"[(2, 0.000587086000450654), (3, 1.8477643420001186), (3, 2.1354533180001454)]",0.5964814339141542
solo,29,15,-3,64,anticlockwise,anticlockwise,correct,0.6512743000002956,ca,500,770,-10,sure,0.8567702660002396,sr,1.0,1.5807204150005418,6,"[(6, 0.0004904340003122343), (5, 0.41388652000023285), (4, 0.5895146260008914), (3, 0.7336569899998722), (2, 0.893603319000249), (1, 1.0377228270008345), (1, 1.5817058510001516)]",0.42220651326869213
solo,29,16,-3,8,anticlockwise,anticlockwise,correct,0.9456957949987554,ca,500,1150,10,risky,0.6899829329995555,sr,4.0,1.27730666899879,4,"[(4, 0.0005010810000385391), (4, 1.2779630929999257)]",0.5661344583188436
solo,29,17,3,8,clockwise,clockwise,correct,0.7885236510010145,ac,500,700,10,risky,0.8275337489994854,sr,6.0,0.6405888640001649,4,"[(4, 0.0004734169997391291), (5, 0.3857568439998431), (6, 0.5135909420005191), (6, 0.6414113480004744)]",0.4038980472952762
solo,29,18,3,32,anticlockwise,clockwise,wrong,1.0661624020012823,ca,500,640,10,sure,0.8703039219999482,rs,3.0,1.5619094840003527,3,"[(3, 0.0004884680001850938), (3, 1.562701200000447)]",0.5807546613141167
solo,29,19,3,16,clockwise,clockwise,correct,0.7875159020004503,ca,500,550,-10,sure,3.722796208001455,rs,5.0,1.8363385570009996,4,"[(4, 0.0004912389995297417), (5, 1.4535685400005605), (5, 1.8372398419996898)]",0.46508974826203703
solo,29,20,-3,32,anticlockwise,anticlockwise,correct,1.5478400849988248,ac,500,590,0,sure,0.8841907270016236,sr,4.0,1.4630655880009726,5,"[(5, 0.0004932739993819268), (4, 1.35197723499914), (4, 1.4638340460005566)]",0.47338294375451656
solo,29,21,-3,64,anticlockwise,anticlockwise,correct,0.7260539959988819,ca,500,940,-10,risky,3.5352669050007535,sr,4.0,1.1280747690016142,1,"[(1, 0.00048343500020564534), (2, 0.5691329599994788), (3, 0.7609877230006532), (4, 0.8889047819993721), (4, 1.1290315400001418)]",0.4586623775231153
solo,29,22,-3,8,anticlockwise,anticlockwise,correct,0.8151895080009126,ac,500,590,10,risky,0.6779842340001778,rs,3.0,1.8079013120004674,1,"[(1, 0.0005066620014986256), (2, 0.78507457699925), (3, 0.9291919629995391), (4, 1.0890685060003307), (3, 1.7131530450005812), (3, 1.809224020000329)]",0.5567453737414086
solo,29,23,3,64,clockwise,clockwise,correct,0.7197259430013219,ca,500,700,10,sure,0.7940049460012233,rs,2.0,0.591586948999975,2,"[(2, 0.0004954739997629076), (2, 0.5928070009995281)]",0.47036108301563556
solo,29,24,-3,16,anticlockwise,anticlockwise,correct,0.6421526039994205,ac,500,770,0,sure,0.6226366819992109,rs,2.0,0.780418041998928,3,"[(3, 0.0005170190015633125), (2, 0.5573070589998679), (2, 0.7811592600010044)]",0.44420318262842684
solo,29,25,3,8,clockwise,clockwise,correct,0.8688611790003051,ac,500,770,10,sure,0.6006039179992513,rs,3.0,1.4143901209990872,6,"[(6, 0.0004957780001859646), (5, 0.9353597820008872), (4, 1.1111624450004456), (3, 1.30330658999992), (3, 1.4150327330007713)]",0.47916137343816395
solo,29,26,3,64,anticlockwise,clockwise,wrong,2.0560413650000555,ac,500,770,10,sure,0.5089067270000669,rs,2.0,0.8143574669993541,1,"[(1, 0.00048623899965605233), (2, 0.7033832830002211), (2, 0.815172292999705)]",0.4268463795733762
solo,29,27,-3,64,clockwise,anticlockwise,wrong,0.7070281739997881,ca,500,1150,10,sure,0.7338466460005293,sr,2.0,0.710423651000383,2,"[(2, 0.00048593999963486567), (2, 0.7114823329993669)]",0.5505193669565369
solo,29,28,-3,16,anticlockwise,anticlockwise,correct,1.4270087999993848,ca,500,700,-10,sure,0.7849775129998307,rs,3.0,0.4549372980000044,3,"[(3, 0.0005014990001654951), (3, 0.45593831699989096)]",0.43876652473730937
solo,29,29,-3,32,anticlockwise,anticlockwise,correct,0.7764279120001447,ca,500,940,0,sure,0.5758825539996906,rs,1.0,0.5904654969999683,1,"[(1, 0.0004920219998894027), (1, 0.5914867459996458)]",0.5838300242410989
solo,29,30,-3,8,anticlockwise,anticlockwise,correct,0.7477624369985278,ca,500,1540,10,risky,0.7398979190002137,sr,6.0,0.9563652439992438,6,"[(6, 0.0004825100004381966), (6, 0.9573418379986833)]",0.5733736166198597
solo,29,31,3,32,clockwise,clockwise,correct,0.6579078930008109,ac,500,590,-10,sure,0.8465721470001881,sr,5.0,0.62635665200105,5,"[(5, 0.0004782069991051685), (5, 0.6274429519999103)]",0.4027266004415164
solo,29,32,3,16,clockwise,clockwise,correct,0.5763034239989793,ac,500,1040,10,risky,0.4966060219994688,sr,4.0,0.5940430030004791,3,"[(3, 0.00048684299872547854), (4, 0.514993886999946), (4, 0.5949753209988558)]",0.48862559340546974
solo,29,33,3,32,clockwise,clockwise,correct,0.5889585300010367,ac,500,850,0,risky,0.6682520819995261,rs,5.0,0.6638826960006554,4,"[(4, 0.0005202459997235565), (5, 0.5688745510014996), (5, 0.6647212960015167)]",0.5906642530723994
solo,29,34,-3,16,anticlockwise,anticlockwise,correct,0.6272936290006328,ac,500,590,-10,sure,1.6488760079992062,sr,5.0,0.9167335530000855,1,"[(1, 0.0004919660004816251), (2, 0.38977645699924324), (3, 0.5176650890007295), (4, 0.6456046999992395), (5, 0.7895654280000599), (5, 0.9176107809998939)]",0.5331059531742819
solo,29,35,-3,8,anticlockwise,anticlockwise,correct,0.8565101320000394,ca,500,1400,10,risky,0.7340159590003168,rs,5.0,0.5980873809985496,5,"[(5, 0.0004775649995281128), (5, 0.5990663699994911)]",0.45617802675750097
solo,29,36,3,16,clockwise,clockwise,correct,1.1389165590007906,ca,500,850,0,risky,0.7329613880010584,sr,6.0,1.0937960619994556,1,"[(1, 0.0004958469999110093), (2, 0.29485431899956893), (3, 0.4384952579985111), (4, 0.6627486269990186), (5, 0.8065154259984411), (6, 0.9505886859988095), (6, 1.0946720799984178)]",0.5540386447273604
solo,29,37,3,64,clockwise,clockwise,correct,0.7007883299993409,ac,500,550,0,sure,0.6480363379996561,rs,2.0,1.1875902770007087,6,"[(6, 0.0005034209989389637), (5, 0.5966349849986727), (4, 0.7723782539997046), (3, 0.9323806069987768), (2, 1.0924411559990403), (2, 1.1882972179992066)]",0.5794313313903645
solo,29,38,-3,64,clockwise,anticlockwise,wrong,0.5533315330012556,ac,500,700,0,sure,0.6501988229993003,rs,1.0,1.0143365200001426,2,"[(2, 0.0004893389996141195), (1, 0.8714268610001454), (1, 1.0153410179991624)]",0.5483111293026508
solo,29,39,-3,32,clockwise,anticlockwise,wrong,0.7868214059999445,ac,500,770,-10,sure,0.6177158829996188,sr,2.0,1.49577889000102,5,"[(5, 0.0005312829998729285), (4, 0.7766123419987707), (3, 1.0168055340000137), (2, 1.272644634000244), (2, 1.4966810219993931)]",0.530554222144921
solo,29,40,3,8,clockwise,clockwise,correct,0.6745888789992023,ca,500,850,0,risky,0.670447532000253,sr,4.0,0.6819894199998089,3,"[(3, 0.0004898129991488531), (4, 0.299116504000267), (4, 0.6828616149996378)]",0.5090272307289041
solo,29,41,3,64,clockwise,clockwise,correct,0.6907941640001809,ca,500,850,-10,sure,0.8298495600010938,rs,2.0,1.2827544130013848,6,"[(6, 0.0004808850007975707), (5, 0.595715952998944), (4, 0.7876446350001061), (3, 0.9475872849998268), (2, 1.155406182999286), (2, 1.2835162289993605)]",0.5853770451310111
solo,29,42,3,16,clockwise,clockwise,correct,0.9977006259996415,ac,500,940,0,sure,0.6287870430005569,rs,3.0,0.8014818700012256,4,"[(4, 0.0005180790012673242), (3, 0.4984017520000634), (3, 0.8024346769998374)]",0.49751979667673096
solo,29,43,-3,32,clockwise,anticlockwise,wrong,0.6774264079995191,ac,500,1150,-10,sure,0.8164607380003872,sr,2.0,0.7101217399995221,4,"[(4, 0.0004771709991473472), (3, 0.3750582899992878), (2, 0.5508885250001185), (2, 0.7110449270003301)]",0.5824954782022322
solo,29,44,-3,64,clockwise,anticlockwise,wrong,0.5469443000001775,ac,500,1040,-10,risky,0.43599427200024365,sr,5.0,0.5997947809992183,3,"[(3, 0.000488306000988814), (4, 0.2807058219987084), (5, 0.42473187999894435), (5, 0.6006347829988954)]",0.4315864892268248
solo,29,45,-3,8,anticlockwise,anticlockwise,correct,0.5861654470008943,ac,500,700,10,risky,0.7774948319984105,sr,6.0,1.151990697000656,6,"[(6, 0.0005383539992180886), (6, 1.1530006310003955)]",0.4315544349289661
solo,29,46,3,32,anticlockwise,clockwise,wrong,0.6019418819996645,ca,500,1270,10,risky,1.5764398560004338,rs,3.0,0.7035413329995208,4,"[(4, 0.0005031290002079913), (3, 0.6087163659994985), (3, 0.7045238519986015)]",0.48308330956978174
solo,29,47,3,8,clockwise,clockwise,correct,0.8938099990009505,ca,500,590,0,risky,0.9610308060000534,rs,4.0,1.3756761990007362,6,"[(6, 0.0004810699992958689), (5, 0.9127880689993617), (4, 1.1367386389993044), (4, 1.3765828710002097)]",0.41746737824835006
solo,29,48,-3,16,anticlockwise,anticlockwise,correct,0.6398717920001218,ca,500,1040,10,risky,0.6371326610005781,rs,4.0,0.8420556519995444,1,"[(1, 0.0004793919997609919), (2, 0.41117459700035397), (3, 0.5709943250003562), (4, 0.7150977569999668), (4, 0.8429280580003251)]",0.506689962121719
solo,29,49,-3,32,anticlockwise,anticlockwise,correct,0.7623190790000081,ca,500,1270,0,sure,0.6269150919997628,sr,1.0,1.119550164001339,1,"[(1, 0.0005144140013726428), (1, 0.8643264549991727), (1, 1.1203035639991867)]",0.4297957963400137
solo,29,50,-3,16,anticlockwise,anticlockwise,correct,0.6993107510006666,ca,500,550,10,sure,0.9021074729989778,rs,2.0,1.1278767599997082,5,"[(5, 0.0004928529997414444), (4, 0.5368281709997973), (3, 0.7447977650008397), (2, 0.9848020810004527), (2, 1.128544127999703)]",0.4774066677674713
solo,29,51,-3,8,anticlockwise,anticlockwise,correct,2.4014636609990703,ca,500,850,-10,risky,0.8408538849998877,rs,5.0,0.8298903160011832,6,"[(6, 0.0005949610003881389), (5, 0.7347441210004035), (5, 0.8306407880008919)]",0.5060132531780357
solo,29,52,-3,64,anticlockwise,anticlockwise,correct,0.7079661049992865,ca,500,1400,-10,risky,0.7499562989996775,rs,4.0,0.6785734349996346,3,"[(3, 0.0004976239997631637), (4, 0.5513843170010659), (4, 0.6793947830010438)]",0.4895966920110411
solo,29,53,3,64,clockwise,clockwise,correct,0.6282462729996041,ca,500,640,0,sure,0.6260656030008249,rs,3.0,0.5750494080002682,3,"[(3, 0.000514426001245738), (3, 0.5757283229995664)]",0.45476677644794145
solo,29,54,3,32,clockwise,clockwise,correct,0.5781795240000065,ac,500,1400,0,risky,0.450129704999199,sr,4.0,0.9020493330008321,1,"[(1, 0.0005121520007378422), (2, 0.40696761199978937), (3, 0.56689248299881), (4, 0.6948653749986988), (4, 0.9028703459989629)]",0.41555195263251643
solo,29,55,3,16,clockwise,clockwise,correct,0.7637068099993485,ca,500,590,-10,sure,1.3641213040009461,sr,3.0,1.0587863709988596,1,"[(1, 0.0005027860006521223), (2, 0.5637863489992014), (3, 0.9315686049994838), (3, 1.0595428729993728)]",0.44290292967541084
