task,id,trial,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_sure,payoff_risky,payoff_jitter,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
solo,12,1,3,16,clockwise,clockwise,correct,2.2118595829997503,ca,500,590,0,risky,2.466538880000371,rs,5.0,2.374023936001322,4,"[(4, 0.00035765499887929764), (5, 1.2069185450000077), (5, 2.3747013339998375)]",0.5038596446544348
solo,12,2,3,64,clockwise,clockwise,correct,2.369357398001739,ac,500,1270,-10,risky,4.490676655999778,rs,2.0,2.349877151000328,2,"[(2, 0.00047627300045860466), (2, 2.3507397240009595)]",0.405233960944041
solo,12,3,-3,64,anticlockwise,anticlockwise,correct,1.234433726000134,ac,500,940,0,sure,2.120211804000064,rs,3.0,3.1616537280006014,2,"[(2, 0.0005519490005099215), (3, 0.9384378300001117), (3, 3.1624170989998674)]",0.5962495248680872
solo,12,4,-3,8,anticlockwise,anticlockwise,correct,1.109082020000642,ac,500,1400,10,risky,2.383217863000027,rs,6.0,5.253966081998442,5,"[(5, 0.0004821299989998806), (6, 4.198908566999307), (6, 5.254925045999698)]",0.4315760647374862
solo,12,5,3,8,clockwise,clockwise,correct,1.2459531929998775,ca,500,640,-10,risky,2.4662533059999987,rs,6.0,2.8696735220000846,3,"[(3, 0.00047707100020488724), (4, 0.5986587349998445), (5, 1.1107956060004653), (6, 1.622666441000547), (6, 2.870579443999304)]",0.45796853968988
solo,12,6,-3,32,anticlockwise,anticlockwise,correct,1.9290218699989055,ca,500,1270,10,sure,2.8986429190008494,sr,2.0,4.500929460000407,4,"[(4, 0.0005174219986656681), (3, 1.0617913520000002), (2, 1.8779733949995716), (1, 2.693930129000364), (2, 3.782059310000477), (2, 4.501875866999399)]",0.5356396192838071
solo,12,7,-3,16,anticlockwise,anticlockwise,correct,1.0324248140004784,ac,500,850,10,risky,2.3574599199982913,sr,5.0,4.0459258329992736,3,"[(3, 0.00048486600098840427), (4, 1.0550554190012917), (5, 1.758828744999846), (6, 2.4149427259999356), (5, 2.92687778599975), (5, 4.046798057999695)]",0.49672026972937294
solo,12,8,3,32,clockwise,clockwise,correct,2.1456506049999007,ca,500,1540,10,risky,2.7541812999988906,rs,3.0,4.0426712530006625,2,"[(2, 0.0004799690013896907), (3, 3.1797465029994783), (3, 4.043750897999416)]",0.5579642013002065
solo,12,9,3,8,anticlockwise,clockwise,wrong,1.6985382249986287,ca,500,1040,0,sure,2.037476498000615,sr,4.0,3.513588363000963,5,"[(5, 0.00047481000001425855), (4, 2.0745442130009906), (4, 3.514466194999841)]",0.4424461120516494
solo,12,10,3,32,anticlockwise,clockwise,wrong,1.879809213000044,ca,500,770,10,sure,4.322831833998862,sr,2.0,4.044611197999984,5,"[(5, 0.0004713950002042111), (4, 2.3655781130000832), (3, 2.749700162999943), (2, 3.165618668999741), (2, 4.045308673001273)]",0.42216865461995345
solo,12,11,-3,16,anticlockwise,anticlockwise,correct,1.7285025969995331,ac,500,700,-10,sure,3.810176617000252,rs,5.0,4.640659437998693,4,"[(4, 0.0005200899995543296), (3, 1.3617264149997936), (2, 1.9375889179991646), (1, 2.4015186999986327), (2, 2.993405471999722), (3, 3.3295925929996883), (4, 3.633612057999926), (5, 4.017565830999956), (5, 4.641596518998995)]",0.5292329233945579
solo,12,12,-3,32,anticlockwise,anticlockwise,correct,1.0501525059989945,ac,500,550,-10,sure,1.7995454189986049,sr,6.0,3.412900608998825,6,"[(6, 0.0004819709993171273), (5, 1.301905024000007), (4, 1.749820170998646), (5, 2.2458596649994433), (6, 2.8376898360002087), (6, 3.4137743079991196)]",0.5791875964478546
