task,id,trial,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_sure,payoff_risky,payoff_jitter,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
solo,58,1,-3,32,clockwise,anticlockwise,wrong,0.7646472579999681,ac,500,770,-10,sure,1.1254095189997315,rs,3.0,3.02270938699985,6,"[(6, 0.0003564990001905244), (5, 0.7514766589993087), (4, 0.9755762929999037), (3, 1.1834828829996695), (3, 3.023364908998701)]",0.44428848120274694
solo,58,2,3,8,clockwise,clockwise,correct,0.5279124219996447,ac,500,1040,-10,risky,0.9132227999998577,sr,6.0,2.066487498001152,2,"[(2, 0.00047974200060707517), (3, 0.4835122730000876), (4, 0.6912311770011001), (5, 0.8191807760013035), (6, 1.0433565069997712), (6, 2.067354745000557)]",0.4315108744221077
solo,58,3,-3,64,anticlockwise,anticlockwise,correct,1.2392586790010682,ac,500,1270,0,sure,1.4857261449997168,rs,2.0,1.8637262799984455,1,"[(1, 0.0004930559989588801), (2, 0.6165931190007541), (3, 0.8085981919994083), (2, 1.4966444599995157), (2, 1.8644173070006218)]",0.48177826304879195
solo,58,4,3,32,clockwise,clockwise,correct,0.6577356019988656,ac,500,1040,0,sure,1.1985293590005313,rs,3.0,2.387829954999688,4,"[(4, 0.00047925900071277283), (3, 1.0292832260001887), (2, 1.3171612810001534), (3, 1.8451603350004007), (3, 2.3890586929992423)]",0.5742587348967534
solo,58,5,-3,8,anticlockwise,anticlockwise,correct,0.7500608160007687,ca,500,1400,-10,risky,1.030387826000151,sr,4.0,1.491252951000206,3,"[(3, 0.0004959639991284348), (4, 0.5481757319994358), (5, 0.7241115899996657), (4, 1.0440593540006375), (4, 1.4920384249999188)]",0.4598987445662122
solo,58,6,3,16,anticlockwise,clockwise,wrong,1.1861054339988186,ca,500,700,10,sure,1.7054369739998947,rs,1.0,1.3552094959995884,5,"[(5, 0.0005010900003981078), (4, 0.4602639620006812), (3, 0.6520521990005363), (2, 0.8280795020000369), (1, 1.0039897829992697), (1, 1.3559841450005479)]",0.425868966062534
solo,58,7,-3,16,clockwise,anticlockwise,wrong,1.5501288430004934,ca,500,1400,10,sure,2.631266370000958,sr,2.0,1.6843839610010036,1,"[(1, 0.0004841030004172353), (2, 0.7732218990004185), (2, 1.6851496750005026)]",0.4527911218147806
solo,58,8,3,64,clockwise,clockwise,correct,1.644069923000643,ac,500,1400,0,risky,2.0491670810006326,rs,1.0,3.2844335949994274,1,"[(1, 0.0005310960004862864), (2, 0.6454770140007895), (3, 1.013397671000348), (2, 1.4133880520003004), (1, 2.885542478001298), (1, 3.285254648000773)]",0.4113761308650566
solo,58,9,3,64,anticlockwise,clockwise,wrong,1.1459170640009688,ac,500,590,10,sure,1.0268947260010464,rs,1.0,3.1513699449988053,4,"[(4, 0.0004784440006915247), (3, 0.44838470600006985), (2, 0.6883640800006106), (1, 1.0722451860001456), (2, 1.5202767749997292), (1, 2.3842641329993057), (1, 3.1522493249995023)]",0.46633548964355165
solo,58,10,3,32,clockwise,clockwise,correct,1.6544570819987712,ac,500,550,10,sure,1.8192878290010412,sr,2.0,1.2081484330010426,2,"[(2, 0.00048095899910549633), (2, 1.209134618000462)]",0.5714921442424805
solo,58,11,-3,64,clockwise,anticlockwise,wrong,1.375343645000612,ca,500,1400,0,risky,0.9422545109991916,rs,4.0,1.6149379599992244,6,"[(6, 0.00048152499948628247), (5, 0.8477888489996985), (4, 1.0717984390012134), (4, 1.6158360240006004)]",0.478354405098534
solo,58,12,-3,16,anticlockwise,anticlockwise,correct,0.9163996919996862,ca,500,1040,-10,risky,0.8065308139994158,rs,4.0,3.308398279999892,1,"[(1, 0.0004924760014546337), (2, 0.6535170589995687), (3, 2.445104901000377), (4, 2.6850717239994992), (4, 3.3092371780003305)]",0.5177720646252253
