task,id,trial,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_sure,payoff_risky,payoff_jitter,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
solo,41,1,-3,64,anticlockwise,anticlockwise,correct,1.497713846998522,ac,500,1150,-10,risky,2.5001386770018144,sr,4.0,2.6784611789989867,6,"[(6, 0.00035402199864620343), (5, 1.60739658500097), (4, 1.7672859330014035), (4, 2.6792792460000783)]",0.5091702521088831
solo,41,2,-3,8,anticlockwise,anticlockwise,correct,1.077354701999866,ca,500,590,-10,sure,2.8808242399973096,rs,5.0,2.2600014679992455,5,"[(5, 0.0004999499979021493), (5, 2.260689040998841)]",0.43259507800678254
solo,41,3,3,32,anticlockwise,clockwise,wrong,2.318060247998801,ac,500,550,0,sure,1.3203656430014235,sr,2.0,2.425530112999695,6,"[(6, 0.000508691999129951), (5, 1.22655088099782), (4, 1.4024518549995264), (3, 1.5624456269979419), (2, 1.8023794919972715), (2, 2.426317334000487)]",0.561380824760944
solo,41,4,3,8,clockwise,clockwise,correct,3.5525580260000424,ac,500,1040,10,risky,1.0981385820014111,rs,5.0,2.036221653001121,2,"[(2, 0.0005072919993835967), (3, 0.9488669460006349), (4, 1.1570790340010717), (5, 1.4131517320020066), (5, 2.0369154610016267)]",0.470209671601291
solo,41,5,-3,16,anticlockwise,anticlockwise,correct,1.3670501859996875,ca,500,1400,0,risky,0.8869702579977456,rs,5.0,1.866199552998296,4,"[(4, 0.0004750729967781808), (5, 0.8591223170005833), (5, 1.8670877539989306)]",0.5780641744849966
solo,41,6,3,16,clockwise,clockwise,correct,1.464850366999599,ca,500,770,10,risky,2.100200072000007,rs,5.0,2.758204007997847,5,"[(5, 0.0004705520004790742), (5, 2.759163771999738)]",0.45133511613767213
solo,41,7,-3,32,clockwise,anticlockwise,wrong,1.5224880159985332,ca,500,940,10,sure,1.3885897020008997,rs,2.0,2.3633899799970095,2,"[(2, 0.0004989730005036108), (2, 2.3640638569995645)]",0.41617534493425795
solo,41,8,3,64,clockwise,clockwise,correct,1.0319506939995335,ca,500,770,0,sure,3.0136635880007816,sr,3.0,1.538325976998749,1,"[(1, 0.0005081790004624054), (2, 1.1231623390012828), (3, 1.347170665001613), (3, 1.539051952000591)]",0.41159046791310716
solo,41,9,-3,8,anticlockwise,anticlockwise,correct,1.7215531840010954,ac,500,940,10,risky,1.2280596119999245,sr,6.0,2.0810408709985495,1,"[(1, 0.00047522699969704263), (2, 1.0099302669987082), (3, 1.2018590379993839), (4, 1.361855724000634), (5, 1.6820353240000259), (6, 1.8578144290004275), (6, 2.0817969419986184)]",0.5749364973576575
solo,41,10,3,8,clockwise,clockwise,correct,1.188570725997124,ac,500,940,10,risky,0.940651117998641,rs,5.0,1.0532503110007383,6,"[(6, 0.00046601500071119517), (5, 0.5582890850018885), (5, 1.0542123010018258)]",0.49501814353921364
solo,41,11,-3,16,anticlockwise,anticlockwise,correct,1.0496155180007918,ca,500,1540,0,risky,1.1268548959997133,sr,4.0,2.0955314470011217,5,"[(5, 0.00048463300117873587), (4, 1.8083893670009275), (4, 2.096321648998128)]",0.5170173448827551
solo,41,12,3,64,clockwise,clockwise,correct,2.757862449998356,ca,500,1150,0,sure,2.382722759000899,sr,2.0,1.8136631540000963,4,"[(4, 0.0004623869972419925), (3, 0.9025790010018682), (2, 1.190606222000497), (2, 1.8145238510005584)]",0.4111171248904516
solo,41,13,3,32,clockwise,clockwise,correct,1.9420180800007074,ac,500,700,10,risky,1.7277039820000937,sr,6.0,1.7914365460019326,4,"[(4, 0.0004737899980682414), (5, 1.1683805250031583), (6, 1.5523769700012053), (6, 1.7921935040030803)]",0.45935303997268745
solo,41,14,-3,64,clockwise,anticlockwise,wrong,1.3307747039980313,ca,500,550,0,sure,2.4520504339998297,sr,4.0,1.6238752280005428,3,"[(3, 0.0004766320016642567), (4, 1.0968443140009185), (4, 1.6246799110012944)]",0.4259503331896216
solo,41,15,3,16,clockwise,clockwise,correct,1.1203477039998688,ca,500,940,10,risky,1.739286957999866,rs,4.0,1.3237695319985505,2,"[(2, 0.0004728380008600652), (3, 0.7166630950014223), (4, 1.0206706220014894), (4, 1.3246070370005327)]",0.412792879819072
solo,41,16,-3,32,anticlockwise,anticlockwise,correct,1.950321089996578,ac,500,550,0,sure,1.2241834350024874,sr,5.0,2.90864764700018,5,"[(5, 0.00047574799827998504), (4, 1.2777119999991555), (5, 2.525587967997126), (5, 2.9096355119982036)]",0.4866753394216583
