task,id,trial,order,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_solo,payoff_jitter,payoff_group,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
group_prac,20,1,post,-3,64,anticlockwise,anticlockwise,correct,1.850818493998304,ac,590,0,500,group,4.471762200999365,sg,5.0,4.460265044999687,3,"[(3, 0.0003943640003853943), (4, 2.4451768290000473), (5, 2.8931487259997084), (5, 4.461128494998775)]",0.5186727718334531
group_prac,20,2,post,-3,8,anticlockwise,anticlockwise,correct,1.2648847660002502,ac,640,-10,500,group,1.9095918040002289,gs,3.0,2.1105614919997606,6,"[(6, 0.0005032959998061415), (5, 0.7192315849988518), (4, 1.0233352649993321), (3, 1.4875537480002095), (3, 2.1112857650005026)]",0.4808548043461
group_prac,20,3,post,-3,32,clockwise,anticlockwise,wrong,1.4872835530004522,ac,1270,-10,500,solo,1.7071250040007726,sg,3.0,2.0460371440003655,1,"[(1, 0.0004946829994878499), (2, 1.1508729130000575), (3, 1.4869659600008163), (3, 2.0467899670002225)]",0.5346689727491662
group_prac,20,4,post,-3,16,anticlockwise,anticlockwise,correct,1.4743093440010853,ca,700,10,500,group,7.374081875999764,sg,5.0,2.6225045599985606,4,"[(4, 0.0005057500002294546), (5, 1.1032894140007556), (5, 2.623373997001181)]",0.5009995239431011
group_prac,20,5,pre,3,32,clockwise,clockwise,correct,1.033422906000851,ac,1040,10,500,solo,6.250797868999143,gs,6.0,3.3985611370007973,1,"[(1, 0.00047741600064910017), (2, 0.9516336420001608), (3, 1.4154659030009498), (4, 1.6074593140001525), (5, 2.2955325470011303), (6, 2.9195115770016855), (6, 3.3994516780003323)]",0.45294226052015224
group_prac,20,6,post,3,64,clockwise,clockwise,correct,2.34137144199849,ac,940,-10,500,group,3.6467880499985768,gs,2.0,1.347318230999008,2,"[(2, 0.000467183001092053), (2, 1.348055230000682)]",0.520013574385604
group_prac,20,7,post,3,16,clockwise,clockwise,correct,1.5401771810011269,ca,770,10,500,solo,1.1828323509998881,sg,4.0,3.253438970001298,5,"[(5, 0.00046714800009795), (4, 2.5984722840003087), (4, 3.2541653589996713)]",0.47852808405420144
group_prac,20,8,post,3,8,clockwise,clockwise,correct,1.302581490999728,ca,550,0,500,group,1.5138707480000448,gs,5.0,2.787174106000748,2,"[(2, 0.0005168789994058898), (3, 1.5879601320011716), (4, 1.8279784630012728), (5, 2.3401549509999313), (5, 2.7881288530006714)]",0.5740243452913131
group_prac,20,9,post,3,32,clockwise,clockwise,correct,1.9504521889994066,ca,500,-10,500,group,2.1673921569999948,gs,4.0,1.5908308959988062,6,"[(6, 0.00048633100050210487), (5, 0.6637924990009196), (4, 1.031824289000724), (4, 1.5917739239994262)]",0.4156154957792264
